method_id,origin,track,family,feature1,op1,threshold1,feature2,op2,threshold2,price_band,venue,full_n,full_wins,full_win_rate,full_roi,full_units,full_active_seasons,full_positive_seasons,full_negative_seasons,full_max_negative_streak,full_roi_se,train_n,train_wins,train_win_rate,train_roi,train_units,train_active_seasons,train_positive_seasons,train_negative_seasons,train_max_negative_streak,train_roi_se,validation_n,validation_wins,validation_win_rate,validation_roi,validation_units,validation_active_seasons,validation_positive_seasons,validation_negative_seasons,validation_max_negative_streak,validation_roi_se,holdout_n,holdout_wins,holdout_win_rate,holdout_roi,holdout_units,holdout_active_seasons,holdout_positive_seasons,holdout_negative_seasons,holdout_max_negative_streak,holdout_roi_se,raw_id,semantic1,semantic2,semantic_signature,positive_season_ratio,robust_score,research_tier
NFL-U120,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,-9.0,rank_edge_def_allowed_success_rate,<=,-1.0,DOG35_49,AWAY,413,201,0.48668280871670705,0.1636319612590799,67.58,20,14,6,2,0.05938225406985007,168,80,0.47619047619047616,0.14523809523809522,24.4,9,7,2,1,0.09362057942153719,104,49,0.47115384615384615,0.12125,12.61,5,3,2,1,0.11836945235073658,141,72,0.5106382978723404,0.21680851063829787,30.57,6,4,2,2,0.10150230801519096,E0103,SPECIAL_TEAMS,EFFICIENCY,EFFICIENCY+SPECIAL_TEAMS,0.7,3.8488165909147916,B
NFL-U121,EXISTING_1859,LONG,PAIR,recent_edge_sack_or_hit_rate,>=,-0.0236181155150866,rank_edge_third_down_success,>=,10.0,DOG35_49,AWAY,166,89,0.536144578313253,0.284578313253012,47.239999999999995,20,16,4,2,0.09399601501692885,83,43,0.5180722891566265,0.24698795180722896,20.500000000000004,9,8,1,1,0.1340214954337999,48,27,0.5625,0.3429166666666667,16.46,5,4,1,1,0.17481498789889224,35,19,0.5428571428571428,0.29371428571428576,10.280000000000001,6,4,2,2,0.20604767569148447,E0225,PASS_PROTECTION_RUSH,THIRD_DOWN,PASS_PROTECTION_RUSH+THIRD_DOWN,0.8,3.8444466126839454,A
NFL-U122,EXISTING_1859,LONG,PAIR,recent_edge_punt_return_average,>=,2.472222222222221,rank_edge_off_epa_per_play,>=,6.0,DOG35_49,AWAY,108,62,0.5740740740740741,0.3593518518518518,38.809999999999995,17,12,5,2,0.11444466673310243,55,32,0.5818181818181818,0.3690909090909092,20.300000000000004,8,5,3,2,0.15958622269236467,27,14,0.5185185185185185,0.2488888888888889,6.720000000000001,4,3,1,1,0.23862159564241575,26,16,0.6153846153846154,0.4534615384615386,11.790000000000003,5,4,1,1,0.2326416473778385,E0161,SPECIAL_TEAMS,EFFICIENCY,EFFICIENCY+SPECIAL_TEAMS,0.7058823529411765,3.8371440856194767,B
NFL-U123,EXISTING_1859,LONG,PAIR,recent_edge_punt_return_average,>=,0.0,recent_edge_sack_rate_allowed,>=,0.0162054663403768,DOG35_49,AWAY,193,101,0.5233160621761658,0.24336787564766837,46.97,20,15,5,2,0.08653784333479728,92,47,0.5108695652173914,0.1998913043478261,18.39,9,6,3,2,0.12415384844320734,47,25,0.5319148936170213,0.2746808510638298,12.909999999999998,5,5,0,0,0.17832369072505422,54,29,0.5370370370370371,0.2901851851851852,15.670000000000002,6,4,2,2,0.1665291866396008,E0148,SPECIAL_TEAMS,PASS_PROTECTION_RUSH,PASS_PROTECTION_RUSH+SPECIAL_TEAMS,0.75,3.835765489324527,A
NFL-U124,EXISTING_1859,LONG,PAIR,recent_edge_punt_return_average,>=,0.0,rank_edge_def_allowed_explosive_rate,<=,-10.0,DOG35_49,AWAY,145,78,0.5379310344827586,0.29255172413793107,42.42,20,15,5,1,0.10079130307225571,58,31,0.5344827586206896,0.298448275862069,17.310000000000002,9,7,2,1,0.1618022367171199,35,17,0.4857142857142857,0.21371428571428572,7.48,5,3,2,1,0.21547605521762472,52,30,0.5769230769230769,0.3390384615384615,17.63,6,5,1,1,0.16244624580587935,E0128,SPECIAL_TEAMS,EXPLOSIVENESS,EXPLOSIVENESS+SPECIAL_TEAMS,0.75,3.834897700361156,A
NFL-U125,EXISTING_1859,LONG,PAIR,recent_edge_def_allowed_early_down_epa,<=,-0.0003708468787594,recent_edge_sack_or_hit_rate,>=,-0.0236181155150866,DOG35_49,AWAY,361,188,0.5207756232686981,0.2546814404432133,91.94,20,16,4,1,0.06408385479999516,175,98,0.56,0.3518285714285715,61.57000000000001,9,8,1,1,0.09178299795997236,75,35,0.4666666666666667,0.14693333333333336,11.020000000000001,5,3,2,1,0.14398410489516703,111,55,0.4954954954954955,0.17432432432432435,19.35,6,5,1,1,0.11407826828986081,E0365,EFFICIENCY,PASS_PROTECTION_RUSH,EFFICIENCY+PASS_PROTECTION_RUSH,0.8,3.82729634758105,B
NFL-U126,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,-5.0,rank_edge_third_down_success,>=,-6.0,DOG35_49,AWAY,493,246,0.49898580121703856,0.18567951318458417,91.53999999999999,20,16,4,2,0.05410495207611901,214,111,0.5186915887850467,0.24247663551401868,51.89,9,8,1,1,0.0827612393639919,139,65,0.4676258992805755,0.10395683453237411,14.450000000000003,5,4,1,1,0.10140143106038034,140,70,0.5,0.18000000000000005,25.200000000000006,6,4,2,2,0.10111851339534561,E0231,SPECIAL_TEAMS,THIRD_DOWN,SPECIAL_TEAMS+THIRD_DOWN,0.8,3.8132320179505195,B
NFL-U127,EXISTING_1859,LONG,PAIR,recent_edge_punt_return_average,>=,0.0,rank_edge_off_epa_per_play,>=,10.0,DOG35_49,AWAY,101,58,0.5742574257425742,0.34891089108910894,35.24,15,12,3,1,0.11735407209563588,50,29,0.58,0.34159999999999996,17.08,8,6,2,1,0.16459110993424814,24,12,0.5,0.21625000000000003,5.19,3,2,1,1,0.2565658181086076,27,17,0.6296296296296297,0.48037037037037045,12.970000000000002,4,4,0,0,0.22487190496246462,E0131,SPECIAL_TEAMS,EFFICIENCY,EFFICIENCY+SPECIAL_TEAMS,0.8,3.7885596588697146,B
NFL-U128,EXISTING_1859,LONG,PAIR,rank_edge_def_allowed_early_down_epa,<=,-10.0,recent_edge_sack_rate_allowed,>=,2.1354823695116792e-05,DOG35_49,AWAY,147,83,0.564625850340136,0.3463945578231293,50.92,20,14,6,2,0.09888215701736572,61,37,0.6065573770491803,0.4691803278688525,28.62,9,6,3,2,0.1542971540667972,37,19,0.5135135135135135,0.24297297297297293,8.989999999999998,5,4,1,1,0.20378728858473594,49,27,0.5510204081632653,0.2716326530612245,13.31,6,4,2,2,0.16726906787036988,E0288,EFFICIENCY,PASS_PROTECTION_RUSH,EFFICIENCY+PASS_PROTECTION_RUSH,0.7,3.7781979296672974,A
NFL-U129,EXISTING_1859,LONG,PAIR,rank_edge_rush_epa_per_carry,>=,6.0,recent_edge_yards_per_play,<=,0.0,DOG35_49,AWAY,155,84,0.5419354838709678,0.2867096774193548,44.44,20,15,5,1,0.09638675887683897,60,32,0.5333333333333333,0.2923333333333334,17.540000000000003,9,6,3,1,0.15883053660961632,41,22,0.5365853658536586,0.31756097560975605,13.019999999999998,5,4,1,1,0.19576204460586552,54,30,0.5555555555555556,0.257037037037037,13.879999999999999,6,5,1,1,0.15585489982485332,E0215,RUSHING,EFFICIENCY,EFFICIENCY+RUSHING,0.75,3.77662836984673,A
NFL-U130,EXISTING_1859,LONG,PAIR,recent_edge_third_down_success,>=,0.0,recent_edge_fg_accuracy,<=,-0.25,DOG35_49,AWAY,93,52,0.5591397849462365,0.32483870967741935,30.21,18,12,6,2,0.12406015191323735,46,25,0.5434782608695652,0.26000000000000006,11.960000000000003,8,4,4,2,0.1742434301397327,20,10,0.5,0.1915,3.83,4,3,1,1,0.27611808591329373,27,17,0.6296296296296297,0.534074074074074,14.42,6,5,1,1,0.23307449578768488,E0083,THIRD_DOWN,SPECIAL_TEAMS,SPECIAL_TEAMS+THIRD_DOWN,0.6666666666666666,3.7726508658065163,B
NFL-U131,EXISTING_1859,LONG,PAIR,recent_edge_punt_return_average,>=,4.326388888888889,rank_edge_third_down_success,>=,-10.0,DOG35_49,AWAY,221,115,0.5203619909502263,0.24271493212669684,53.64,20,15,5,2,0.08129651420408103,104,54,0.5192307692307693,0.23951923076923076,24.91,9,7,2,2,0.11864002354538758,46,24,0.5217391304347826,0.24630434782608693,11.329999999999998,5,4,1,1,0.17986907710368297,71,37,0.5211267605633803,0.24507042253521125,17.4,6,4,2,2,0.14436900424222932,E0199,SPECIAL_TEAMS,THIRD_DOWN,SPECIAL_TEAMS+THIRD_DOWN,0.75,3.761492987146565,A
NFL-U132,EXISTING_1859,LONG,PAIR,recent_edge_punt_return_average,>=,4.326388888888889,rank_edge_punt_return_average,>=,-9.0,DOG35_49,AWAY,263,134,0.5095057034220533,0.21897338403041824,57.589999999999996,20,14,6,2,0.07465024270079121,123,62,0.5040650406504065,0.19951219512195123,24.540000000000003,9,6,3,2,0.10872425211016655,60,32,0.5333333333333333,0.2921666666666667,17.53,5,4,1,1,0.15893360936113368,80,40,0.5,0.194,15.520000000000001,6,4,2,2,0.1359252866257923,E0245,SPECIAL_TEAMS,SPECIAL_TEAMS,SPECIAL_TEAMS,0.7,3.7593866960203206,A
NFL-U133,EXISTING_1859,LONG,PAIR,recent_edge_punt_return_average,>=,0.0,rank_edge_def_allowed_yards_per_play,<=,-1.0,DOG35_49,AWAY,271,135,0.4981549815498155,0.19715867158671588,53.43,20,15,5,1,0.07377104008180227,116,56,0.4827586206896552,0.16905172413793107,19.610000000000003,9,7,2,1,0.11362633587607159,63,30,0.47619047619047616,0.16492063492063494,10.39,5,3,2,1,0.1567656439667471,92,49,0.532608695652174,0.25467391304347825,23.43,6,5,1,1,0.1243800153751568,E0123,SPECIAL_TEAMS,EFFICIENCY,EFFICIENCY+SPECIAL_TEAMS,0.75,3.7487930812077344,A
NFL-U134,EXISTING_1859,LONG,PAIR,rank_edge_def_allowed_pass_epa_per_dropback,<=,-6.0,rank_edge_sack_rate_allowed,>=,1.0,DOG35_49,AWAY,233,126,0.5407725321888412,0.2948068669527897,68.69,20,16,4,1,0.0791488520336759,95,56,0.5894736842105263,0.42642105263157887,40.50999999999999,9,8,1,1,0.12400871585427763,69,35,0.5072463768115942,0.23492753623188406,16.21,5,4,1,1,0.14931409292369843,69,35,0.5072463768115942,0.17347826086956517,11.969999999999997,6,4,2,1,0.1413863621915716,E0464,PASSING,PASS_PROTECTION_RUSH,PASSING+PASS_PROTECTION_RUSH,0.8,3.748523778549104,A
NFL-U135,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,-5.0,recent_edge_explosive_rate,<=,-1.7047830334765424e-05,DOG35_49,AWAY,351,178,0.5071225071225072,0.20866096866096864,73.24,20,17,3,1,0.0643370038654581,152,78,0.5131578947368421,0.24,36.48,9,7,2,1,0.09919293528571492,85,44,0.5176470588235295,0.222,18.87,5,5,0,0,0.1303572767736544,114,56,0.49122807017543857,0.15692982456140345,17.889999999999993,6,5,1,1,0.11175201597958055,E0299,SPECIAL_TEAMS,EXPLOSIVENESS,EXPLOSIVENESS+SPECIAL_TEAMS,0.85,3.745661962463291,A
NFL-U136,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,-5.0,recent_edge_sack_rate_allowed,>=,0.0162054663403768,DOG35_49,AWAY,242,124,0.512396694214876,0.2278512396694215,55.14,20,14,6,2,0.07792599828830274,121,62,0.512396694214876,0.22074380165289256,26.71,9,7,2,1,0.1096958709108658,62,31,0.5,0.19129032258064516,11.86,5,3,2,1,0.1543334011936715,59,31,0.5254237288135594,0.28084745762711866,16.57,6,4,2,2,0.1613600669136124,E0190,SPECIAL_TEAMS,PASS_PROTECTION_RUSH,PASS_PROTECTION_RUSH+SPECIAL_TEAMS,0.7,3.7433196885421745,A
NFL-U137,EXISTING_1859,LONG,PAIR,recent_edge_third_down_success,>=,0.0484393846893847,rank_edge_punt_return_average,>=,-9.0,DOG35_49,ANY,436,219,0.5022935779816514,0.18158256880733945,79.17,20,15,5,2,0.056957982668482926,187,96,0.5133689839572193,0.20042780748663103,37.480000000000004,9,6,3,1,0.08657085779884378,112,56,0.5,0.1874107142857143,20.990000000000002,5,5,0,0,0.11387047734286272,137,67,0.48905109489051096,0.1510948905109489,20.7,6,4,2,2,0.10183643713009624,E0264,THIRD_DOWN,SPECIAL_TEAMS,SPECIAL_TEAMS+THIRD_DOWN,0.75,3.742912184756165,A
NFL-U138,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,9.0,rank_edge_def_allowed_explosive_rate,<=,-6.0,DOG35_49,AWAY,120,65,0.5416666666666666,0.30566666666666664,36.68,19,14,5,2,0.1111271342321565,52,27,0.5192307692307693,0.2513461538461539,13.070000000000002,8,5,3,2,0.16975673057385599,29,17,0.5862068965517241,0.44758620689655176,12.98,5,4,1,1,0.23181318661961903,39,21,0.5384615384615384,0.2725641025641025,10.629999999999999,6,5,1,1,0.1935333501438722,E0239,SPECIAL_TEAMS,EXPLOSIVENESS,EXPLOSIVENESS+SPECIAL_TEAMS,0.7368421052631579,3.721994565939347,A
NFL-U139,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,5.0,recent_edge_third_down_success,>=,0.0,DOG35_49,ANY,329,166,0.5045592705167173,0.20012158054711246,65.84,20,15,5,2,0.06632817852222281,134,68,0.5074626865671642,0.21679104477611938,29.049999999999997,9,7,2,1,0.1049181457748366,86,44,0.5116279069767442,0.19476744186046516,16.750000000000004,5,4,1,1,0.12805134558662037,109,54,0.4954128440366973,0.18385321100917432,20.04,6,4,2,2,0.11608562959668903,E0236,SPECIAL_TEAMS,THIRD_DOWN,SPECIAL_TEAMS+THIRD_DOWN,0.75,3.7208976379140863,A
NFL-U140,EXISTING_1859,LONG,PAIR,recent_edge_giveaway_rate,>=,-0.0071892476066567,rank_edge_def_allowed_yards_per_play,<=,-10.0,DOG35_49,AWAY,207,105,0.5072463768115942,0.23357487922705314,48.35,20,16,4,2,0.0855375784510424,80,40,0.5,0.23175000000000004,18.540000000000003,9,6,3,2,0.1397512227930471,56,27,0.48214285714285715,0.19375000000000003,10.850000000000001,5,4,1,1,0.16847666656046076,71,38,0.5352112676056338,0.2670422535211267,18.959999999999997,6,6,0,0,0.14253601251554246,E0162,TURNOVERS,EFFICIENCY,EFFICIENCY+TURNOVERS,0.8,3.710776732014809,A
NFL-U141,EXISTING_1859,LONG,PAIR,rank_edge_sack_rate_allowed,>=,1.0,rank_edge_redzone_epa,>=,-9.0,DOG35_49,AWAY,443,217,0.4898419864559819,0.1660722347629797,73.57000000000001,20,17,3,1,0.057137576452482484,197,96,0.4873096446700508,0.16786802030456852,33.07,9,8,1,1,0.08627309152668483,116,55,0.47413793103448276,0.13698275862068968,15.890000000000002,5,4,1,1,0.11274689515117779,130,66,0.5076923076923077,0.18930769230769232,24.61,6,5,1,1,0.10420847347831863,E0195,PASS_PROTECTION_RUSH,RED_ZONE,PASS_PROTECTION_RUSH+RED_ZONE,0.85,3.7064519214704816,B
NFL-U142,EXISTING_1859,LONG,PAIR,recent_edge_success_rate,>=,0.0,recent_edge_punt_return_average,>=,4.326388888888889,DOG35_49,AWAY,142,81,0.5704225352112676,0.36415492957746476,51.709999999999994,20,16,4,2,0.10099308326031244,64,40,0.625,0.47718750000000004,30.540000000000003,9,9,0,0,0.1459627773731105,37,20,0.5405405405405406,0.30648648648648646,11.34,5,3,2,1,0.20358248515207084,41,21,0.5121951219512195,0.23975609756097557,9.829999999999998,6,4,2,2,0.1937012685544916,E0431,EFFICIENCY,SPECIAL_TEAMS,EFFICIENCY+SPECIAL_TEAMS,0.8,3.7013480147927864,A
NFL-U143,EXISTING_1859,LONG,PAIR,rank_edge_def_allowed_explosive_rate,<=,-6.0,recent_edge_yards_per_play,<=,-0.3706079944677775,DOG35_49,AWAY,99,53,0.5353535353535354,0.30656565656565654,30.349999999999998,18,12,6,2,0.12410704857335786,39,19,0.48717948717948717,0.20076923076923078,7.83,8,5,3,1,0.20163012616014392,23,14,0.6086956521739131,0.48260869565217396,11.100000000000001,5,4,1,1,0.2556679366493872,37,20,0.5405405405405406,0.3086486486486486,11.419999999999998,5,3,2,2,0.20312985024457805,E0184,EXPLOSIVENESS,EFFICIENCY,EFFICIENCY+EXPLOSIVENESS,0.6666666666666666,3.695318793522433,B
NFL-U144,EXISTING_1859,LONG,PAIR,rank_edge_def_allowed_explosive_rate,<=,-10.0,recent_edge_sack_rate_allowed,>=,0.0162054663403768,DOG35_49,AWAY,105,59,0.5619047619047619,0.3432380952380953,36.040000000000006,18,12,6,3,0.11751092967934645,45,25,0.5555555555555556,0.3386666666666666,15.239999999999998,9,7,2,2,0.18222879391943891,24,14,0.5833333333333334,0.41958333333333336,10.07,4,3,1,1,0.2524607008925728,36,20,0.5555555555555556,0.2980555555555555,10.729999999999999,5,2,3,3,0.19849625938838664,E0249,EXPLOSIVENESS,PASS_PROTECTION_RUSH,EXPLOSIVENESS+PASS_PROTECTION_RUSH,0.6666666666666666,3.692389192233887,B
NFL-U145,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,-5.0,rank_edge_sack_rate_allowed,>=,1.0,DOG35_49,AWAY,369,187,0.5067750677506775,0.20804878048780487,76.77,20,14,6,2,0.06271319213239851,175,92,0.5257142857142857,0.2533714285714286,44.34,9,7,2,1,0.09108733982516481,100,47,0.47,0.12890000000000001,12.89,5,3,2,1,0.12167068445005746,94,48,0.5106382978723404,0.2078723404255319,19.54,6,4,2,2,0.12375140507145413,E0263,SPECIAL_TEAMS,PASS_PROTECTION_RUSH,PASS_PROTECTION_RUSH+SPECIAL_TEAMS,0.7,3.691194351851139,B
NFL-U146,EXISTING_1859,LONG,PAIR,rank_edge_rush_epa_per_carry,>=,15.0,rank_edge_redzone_epa,>=,-9.0,DOG35_49,AWAY,129,73,0.5658914728682171,0.33829457364341087,43.64,19,13,6,3,0.1047096000351585,57,34,0.5964912280701754,0.393859649122807,22.45,8,5,3,2,0.1548013429805901,32,17,0.53125,0.29843749999999997,9.549999999999999,5,4,1,1,0.22167530626177104,40,22,0.55,0.29100000000000004,11.64,6,4,2,1,0.18859256042101408,E0280,RUSHING,RED_ZONE,RED_ZONE+RUSHING,0.6842105263157895,3.6811807196746265,B
NFL-U147,EXISTING_1859,LONG,PAIR,recent_edge_punt_return_average,>=,2.472222222222221,rank_edge_punt_return_average,>=,9.0,DOG35_49,AWAY,201,106,0.527363184079602,0.2777611940298507,55.83,20,14,6,2,0.08639411207038754,92,51,0.5543478260869565,0.3344565217391305,30.770000000000003,9,6,3,2,0.12669692555207748,51,25,0.49019607843137253,0.20352941176470588,10.379999999999999,5,3,2,1,0.17486349264820925,58,30,0.5172413793103449,0.253103448275862,14.679999999999998,6,5,1,1,0.162294349724827,E0277,SPECIAL_TEAMS,SPECIAL_TEAMS,SPECIAL_TEAMS,0.7,3.674345972141449,A
NFL-U148,EXISTING_1859,LONG,PAIR,rank_edge_rush_epa_per_carry,>=,15.0,rank_edge_def_allowed_success_rate,<=,-1.0,DOG35_49,AWAY,105,62,0.5904761904761905,0.38,39.9,16,13,3,1,0.11403569263234732,51,31,0.6078431372549019,0.41117647058823525,20.97,8,5,3,1,0.162042029662562,23,14,0.6086956521739131,0.4608695652173913,10.6,3,3,0,0,0.2549175740948483,31,17,0.5483870967741935,0.26870967741935486,8.33,5,5,0,0,0.21145412676999487,E0380,RUSHING,EFFICIENCY,EFFICIENCY+RUSHING,0.8125,3.6668733127879642,B
NFL-U149,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,9.0,rank_edge_third_down_success,>=,-6.0,DOG35_49,AWAY,207,108,0.5217391304347826,0.2597584541062802,53.769999999999996,20,17,3,1,0.08481752567576163,97,52,0.5360824742268041,0.2932989690721649,28.449999999999996,9,8,1,1,0.12391381358403551,51,25,0.49019607843137253,0.17941176470588233,9.149999999999999,5,4,1,1,0.17149067584890493,59,31,0.5254237288135594,0.27406779661016945,16.169999999999998,6,5,1,1,0.16067255611633804,E0235,SPECIAL_TEAMS,THIRD_DOWN,SPECIAL_TEAMS+THIRD_DOWN,0.85,3.6601362304868665,A
NFL-U150,EXISTING_1859,LONG,PAIR,rank_edge_def_allowed_yards_per_play,<=,-10.0,rank_edge_sack_or_hit_rate,>=,1.0,DOG35_49,AWAY,166,88,0.5301204819277109,0.2752409638554217,45.69,20,14,6,3,0.09451556707328088,74,40,0.5405405405405406,0.315,23.31,9,6,3,2,0.14336288078446144,44,20,0.45454545454545453,0.1222727272727273,5.380000000000001,5,3,2,1,0.1892409628844723,48,28,0.5833333333333334,0.3541666666666667,17.0,6,5,1,1,0.1690230148554552,E0172,EFFICIENCY,PASS_PROTECTION_RUSH,EFFICIENCY+PASS_PROTECTION_RUSH,0.7,3.658364344829736,B
NFL-U151,EXISTING_1859,LONG,PAIR,rank_edge_third_down_success,>=,0.0,rank_edge_off_epa_per_play,>=,6.0,DOG35_49,AWAY,243,127,0.522633744855967,0.23921810699588475,58.129999999999995,20,16,4,1,0.07690429004219472,116,63,0.5431034482758621,0.28301724137931034,32.83,9,7,2,1,0.11070174280237892,66,30,0.45454545454545453,0.10939393939393938,7.219999999999999,5,4,1,1,0.15234666008349426,61,34,0.5573770491803278,0.2963934426229508,18.08,6,5,1,1,0.15078248234755226,E0207,THIRD_DOWN,EFFICIENCY,EFFICIENCY+THIRD_DOWN,0.8,3.6546224003968444,B
NFL-U152,EXISTING_1859,LONG,PAIR,recent_edge_sack_rate_allowed,>=,2.1354823695116792e-05,rank_edge_redzone_epa,>=,-9.0,DOG35_49,AWAY,426,205,0.4812206572769953,0.14692488262910797,62.589999999999996,20,13,7,3,0.058294847679086416,193,90,0.46632124352331605,0.11875647668393781,22.919999999999998,9,6,3,2,0.08702255342420735,109,51,0.46788990825688076,0.10825688073394497,11.800000000000002,5,3,2,1,0.11490979813038535,124,64,0.5161290322580645,0.22475806451612906,27.870000000000005,6,4,2,2,0.10807002419702673,E0124,PASS_PROTECTION_RUSH,RED_ZONE,PASS_PROTECTION_RUSH+RED_ZONE,0.65,3.6499070696867335,B
NFL-U153,EXISTING_1859,LONG,PAIR,recent_edge_third_down_success,>=,0.0,recent_edge_explosive_rate,<=,-1.7047830334765424e-05,DOG35_49,AWAY,270,136,0.5037037037037037,0.20296296296296298,54.800000000000004,20,14,6,2,0.07351281307508722,113,54,0.4778761061946903,0.15787610619469025,17.84,9,6,3,1,0.11521303382243722,69,40,0.5797101449275363,0.36608695652173917,25.26,5,4,1,1,0.14308562489811918,88,42,0.4772727272727273,0.13295454545454544,11.7,6,4,2,2,0.128260624725749,E0339,THIRD_DOWN,EXPLOSIVENESS,EXPLOSIVENESS+THIRD_DOWN,0.7,3.6434010197946503,B
NFL-U154,EXISTING_1859,LONG,PAIR,rank_edge_sack_rate_allowed,>=,1.0,rank_edge_rush_epa_per_carry,>=,6.0,DOG35_49,AWAY,190,96,0.5052631578947369,0.19363157894736838,36.78999999999999,19,15,4,2,0.08677709599337133,90,42,0.4666666666666667,0.10144444444444443,9.129999999999999,9,6,3,2,0.12597302300342722,44,21,0.4772727272727273,0.18750000000000003,8.250000000000002,5,5,0,0,0.19092440226025464,56,33,0.5892857142857143,0.34660714285714295,19.410000000000004,5,4,1,1,0.1531647268711498,E0096,PASS_PROTECTION_RUSH,RUSHING,PASS_PROTECTION_RUSH+RUSHING,0.7894736842105263,3.6427942707203527,A
NFL-U155,EXISTING_1859,LONG,PAIR,recent_edge_sack_or_hit_rate,>=,-0.0236181155150866,recent_edge_explosive_rate,<=,-1.7047830334765424e-05,DOG35_49,AWAY,353,174,0.49291784702549574,0.18827195467422098,66.46000000000001,20,13,7,2,0.06483200558177922,174,84,0.4827586206896552,0.1736206896551724,30.21,9,5,4,2,0.09310482106735161,80,42,0.525,0.26037499999999997,20.83,5,4,1,1,0.13639741401159564,99,48,0.48484848484848486,0.15575757575757576,15.420000000000002,6,4,2,2,0.12148806715866321,E0313,PASS_PROTECTION_RUSH,EXPLOSIVENESS,EXPLOSIVENESS+PASS_PROTECTION_RUSH,0.65,3.6360839776105918,B
NFL-U156,EXISTING_1859,LONG,PAIR,recent_edge_punt_return_average,>=,2.472222222222221,recent_edge_sack_rate_allowed,>=,2.1354823695116792e-05,DOG35_49,AWAY,190,99,0.5210526315789473,0.2346315789473684,44.58,20,13,7,3,0.08694559001284906,99,51,0.5151515151515151,0.2018181818181818,19.98,9,6,3,2,0.11881417489411436,46,24,0.5217391304347826,0.22195652173913044,10.21,5,3,2,1,0.17620602224904972,45,24,0.5333333333333333,0.31977777777777777,14.389999999999999,6,4,2,2,0.18774431594750035,E0196,SPECIAL_TEAMS,PASS_PROTECTION_RUSH,PASS_PROTECTION_RUSH+SPECIAL_TEAMS,0.65,3.62564947715875,B
NFL-U157,CONTEXT_CORE_PAIR,LONG,PAIR,westward_tz_hours,>=,1.0,rank_edge_def_allowed_pass_epa_per_dropback,<=,-6.0,DOG35_49,AWAY,94,52,0.5531914893617021,0.36265957446808506,34.089999999999996,16,12,4,1,0.1282813354264907,36,21,0.5833333333333334,0.41777777777777775,15.04,6,4,2,1,0.20454716191188796,30,15,0.5,0.289,8.67,5,5,0,0,0.24116973085455765,28,16,0.5714285714285714,0.37071428571428566,10.379999999999999,5,3,2,1,0.2307847943760436,P00205,TRAVEL_CIRCADIAN,PASSING,PASSING+TRAVEL_CIRCADIAN,0.75,3.61719910585801,B
NFL-U158,CONTEXT_CORE_PAIR,LONG,PAIR,qb_prior_starts,<=,41.45000000000027,recent_edge_def_allowed_early_down_epa,<=,-0.0003708468787594,DOG35_49,AWAY,146,85,0.5821917808219178,0.3953424657534246,57.71999999999999,18,13,5,2,0.09912990214905332,79,49,0.620253164556962,0.510886075949367,40.35999999999999,8,7,1,1,0.135179708951519,27,15,0.5555555555555556,0.30074074074074075,8.120000000000001,4,3,1,1,0.23085739232572103,40,21,0.525,0.23099999999999996,9.239999999999998,6,3,3,2,0.18885715671116526,P00051,QB_CONTEXT,EFFICIENCY,EFFICIENCY+QB_CONTEXT,0.7222222222222222,3.6119375446264304,A
NFL-U159,EXISTING_1859,LONG,PAIR,rank_edge_punt_return_average,>=,-9.0,rank_edge_third_down_success,>=,10.0,DOG35_49,AWAY,179,96,0.5363128491620112,0.26709497206703914,47.81,20,15,5,1,0.08917530097359318,84,44,0.5238095238095238,0.25273809523809526,21.230000000000004,9,6,3,1,0.13222068939998258,49,28,0.5714285714285714,0.33285714285714285,16.31,5,5,0,0,0.16872269242391644,46,24,0.5217391304347826,0.22326086956521737,10.27,6,4,2,1,0.1761293591219746,E0334,SPECIAL_TEAMS,THIRD_DOWN,SPECIAL_TEAMS+THIRD_DOWN,0.75,3.607824615924558,A
NFL-U160,EXISTING_1859,LONG,PAIR,rank_edge_off_epa,>=,10.0,rank_edge_redzone_epa,>=,1.0,DOG35_49,AWAY,138,75,0.5434782608695652,0.28289855072463765,39.04,19,13,6,3,0.10163834069770952,66,37,0.5606060606060606,0.30803030303030304,20.330000000000002,8,6,2,1,0.14543724280343162,39,18,0.46153846153846156,0.10128205128205127,3.9499999999999993,5,2,3,3,0.19524930583428243,33,20,0.6060606060606061,0.4472727272727272,14.759999999999998,6,5,1,1,0.2083636066158951,E0149,EFFICIENCY,RED_ZONE,EFFICIENCY+RED_ZONE,0.6842105263157895,3.6061277397031195,B
