flagship_id,canonical_id,method_id,origin,track,family,feature1,op1,threshold1,feature2,op2,threshold2,price_band,venue,full_n,full_wins,full_win_rate,full_roi,full_units,full_active_seasons,full_positive_seasons,full_negative_seasons,full_max_negative_streak,full_roi_se,train_n,train_wins,train_win_rate,train_roi,train_units,train_active_seasons,train_positive_seasons,train_negative_seasons,train_max_negative_streak,train_roi_se,validation_n,validation_wins,validation_win_rate,validation_roi,validation_units,validation_active_seasons,validation_positive_seasons,validation_negative_seasons,validation_max_negative_streak,validation_roi_se,holdout_n,holdout_wins,holdout_win_rate,holdout_roi,holdout_units,holdout_active_seasons,holdout_positive_seasons,holdout_negative_seasons,holdout_max_negative_streak,holdout_roi_se,raw_id,semantic1,semantic2,semantic_signature,positive_season_ratio,robust_score,research_tier
NFL-F40,NFL-C067,NFL-U329,EXISTING_1859,LONG,PAIR,recent_edge_third_down_success,>=,-0.0485448299264088,rank_edge_redzone_epa,>=,9.0,DOG35_49,AWAY,217,108,0.4976958525345622,0.1772350230414746,38.46,20,14,6,2,0.0813043496605221,89,44,0.4943820224719101,0.170561797752809,15.18,9,6,3,2,0.1272824667499215,58,29,0.5,0.1972413793103448,11.44,5,4,1,1,0.1606772179458394,70,35,0.5,0.1691428571428571,11.84,6,4,2,2,0.1421327846863538,E0572,THIRD_DOWN,RED_ZONE,RED_ZONE+THIRD_DOWN,0.7,2.793814503659233,A
NFL-F41,NFL-C069,NFL-U340,CONTEXT_CORE_PAIR,LONG,PAIR,qb_prior_starts,<=,41.45000000000027,rank_edge_def_allowed_pass_epa_per_dropback,<=,-6.0,DOG35_49,AWAY,122,68,0.5573770491803278,0.3190983606557377,38.93000000000001,17,14,3,1,0.1078415168965115,65,38,0.5846153846153846,0.4061538461538462,26.4,8,7,1,1,0.1494026072505244,22,12,0.5454545454545454,0.2827272727272727,6.220000000000001,4,4,0,0,0.2589047709888161,35,18,0.5142857142857142,0.1802857142857143,6.310000000000001,5,3,2,1,0.1980117498059761,P00024,QB_CONTEXT,PASSING,PASSING+QB_CONTEXT,0.8235294117647058,2.747184413981897,A
NFL-F42,NFL-C074,NFL-U433,EXISTING_1859,MODERN,UNIVARIATE,recent_edge_def_allowed_yards_per_play,<=,-0.952055443508327,,,,FAV55_65,HOME,140,96,0.6857142857142857,0.1440363737546595,20.16509232565233,20,15,5,2,0.0659637207380546,62,41,0.6612903225806451,0.1028461215624137,6.376459536869654,7,5,2,2,0.1014697795997958,19,14,0.7368421052631579,0.2147073060506927,4.079438814963162,4,3,1,1,0.1720205023415567,22,17,0.7727272727272727,0.2817375686723136,6.1982265107908985,3,2,1,1,0.1523667549146672,E0778,EFFICIENCY,,EFFICIENCY,0.75,2.1322459671681,A
NFL-F43,NFL-C075,NFL-U441,EXISTING_1859,LONG,UNIVARIATE,recent_edge_redzone_epa,<=,-0.203502088804279,,,,FAV55_65,AWAY,171,114,0.6666666666666666,0.1238663201857226,21.18114075175858,20,15,5,2,0.0611623130185654,65,41,0.6307692307692307,0.0624915282469645,4.061949336052695,9,5,4,2,0.1019511183671525,51,35,0.6862745098039216,0.16400455487908,8.364232298833082,5,5,0,0,0.1117533452621146,55,38,0.6909090909090909,0.1591810748522327,8.7549591168728,6,5,1,1,0.1058310848992072,E0824,RED_ZONE,,RED_ZONE,0.75,2.0677715623520028,A
NFL-F44,NFL-C078,NFL-U022,EXISTING_1859,LONG,PAIR,rank_edge_rush_epa_per_carry,>=,15.0,rank_edge_third_down_success,>=,-6.0,DOG35_49,AWAY,116,67,0.5775862068965517,0.3542241379310344,41.09,20,16,4,2,0.1091486854944138,55,30,0.5454545454545454,0.2656363636363636,14.61,9,6,3,2,0.1585489257643664,32,18,0.5625,0.3596875,11.51,5,5,0,0,0.2184976583135573,29,19,0.6551724137931034,0.5162068965517241,14.97,6,5,1,1,0.2097185621696334,E0022,RUSHING,THIRD_DOWN,RUSHING+THIRD_DOWN,0.8,4.594917057901653,B
NFL-F45,NFL-C085,NFL-U146,EXISTING_1859,LONG,PAIR,rank_edge_rush_epa_per_carry,>=,15.0,rank_edge_redzone_epa,>=,-9.0,DOG35_49,AWAY,129,73,0.5658914728682171,0.3382945736434108,43.64,19,13,6,3,0.1047096000351585,57,34,0.5964912280701754,0.393859649122807,22.45,8,5,3,2,0.1548013429805901,32,17,0.53125,0.2984374999999999,9.55,5,4,1,1,0.221675306261771,40,22,0.55,0.291,11.64,6,4,2,1,0.188592560421014,E0280,RUSHING,RED_ZONE,RED_ZONE+RUSHING,0.6842105263157895,3.6811807196746265,B
NFL-F46,NFL-C086,NFL-U157,CONTEXT_CORE_PAIR,LONG,PAIR,westward_tz_hours,>=,1.0,rank_edge_def_allowed_pass_epa_per_dropback,<=,-6.0,DOG35_49,AWAY,94,52,0.5531914893617021,0.362659574468085,34.09,16,12,4,1,0.1282813354264907,36,21,0.5833333333333334,0.4177777777777777,15.04,6,4,2,1,0.2045471619118879,30,15,0.5,0.289,8.67,5,5,0,0,0.2411697308545576,28,16,0.5714285714285714,0.3707142857142856,10.38,5,3,2,1,0.2307847943760436,P00205,TRAVEL_CIRCADIAN,PASSING,PASSING+TRAVEL_CIRCADIAN,0.75,3.61719910585801,B
NFL-F47,NFL-C087,NFL-U171,EXISTING_1859,LONG,PAIR,rank_edge_giveaway_rate,>=,-5.0,recent_edge_sack_or_hit_rate,>=,-0.0236181155150866,DOG35_49,AWAY,493,239,0.4847870182555781,0.1653549695740365,81.52000000000001,20,15,5,2,0.0546891863293991,221,110,0.497737556561086,0.2009049773755656,44.400000000000006,9,8,1,1,0.0820910916378645,122,55,0.4508196721311475,0.1001639344262295,12.220000000000006,5,3,2,1,0.1114038209445621,150,74,0.4933333333333333,0.1659999999999999,24.9,6,4,2,2,0.0978078744948437,E0287,TURNOVERS,PASS_PROTECTION_RUSH,PASS_PROTECTION_RUSH+TURNOVERS,0.75,3.4988687186616696,B
NFL-F48,NFL-C090,NFL-U175,EXISTING_1859,LONG,PAIR,rank_edge_giveaway_rate,>=,-5.0,rank_edge_rush_epa_per_carry,>=,15.0,DOG35_49,AWAY,117,68,0.5811965811965812,0.3543589743589743,41.46,17,12,5,1,0.1078801569944238,57,35,0.6140350877192983,0.4143859649122807,23.62,8,6,2,1,0.1512195654965442,28,15,0.5357142857142857,0.2999999999999999,8.399999999999999,3,2,1,1,0.2363260459619294,32,18,0.5625,0.295,9.44,6,4,2,1,0.2065866021637133,E0406,TURNOVERS,RUSHING,RUSHING+TURNOVERS,0.7058823529411765,3.482751371762351,B
NFL-F49,NFL-C097,NFL-U224,CONTEXT_CORE_PAIR,LONG,PAIR,westward_tz_hours,>=,1.0,rank_edge_third_down_success,>=,0.0,DOG35_49,ANY,110,64,0.5818181818181818,0.4008181818181818,44.09,16,12,4,1,0.1150789794296008,47,31,0.6595744680851063,0.5965957446808511,28.04,6,3,3,1,0.1712991866325026,32,17,0.53125,0.3046875,9.75,5,5,0,0,0.2230778037529008,31,16,0.5161290322580645,0.2032258064516129,6.300000000000001,5,4,1,1,0.2142054019261887,P00192,TRAVEL_CIRCADIAN,THIRD_DOWN,THIRD_DOWN+TRAVEL_CIRCADIAN,0.75,3.274349299611359,B
NFL-F50,NFL-C098,NFL-U225,EXISTING_1859,LONG,PAIR,recent_edge_third_down_success,>=,0.0,recent_edge_giveaway_rate,>=,-0.0071892476066567,DOG35_49,AWAY,393,194,0.4936386768447837,0.1758015267175572,69.09,20,15,5,2,0.0607586369387676,168,85,0.5059523809523809,0.2174404761904761,36.53,9,7,2,1,0.0939514112292571,104,50,0.4807692307692308,0.1431730769230769,14.890000000000002,5,4,1,1,0.1183108070208992,121,59,0.4876033057851239,0.1460330578512396,17.67,6,4,2,2,0.1084001158433887,E0469,THIRD_DOWN,TURNOVERS,THIRD_DOWN+TURNOVERS,0.75,3.260006315095496,B
NFL-F51,NFL-C099,NFL-U226,EXISTING_1859,LONG,PAIR,recent_edge_giveaway_rate,>=,0.0,rank_edge_redzone_epa,>=,1.0,DOG35_49,AWAY,280,139,0.4964285714285714,0.1911071428571428,53.510000000000005,20,16,4,2,0.0725528002011047,122,61,0.5,0.2113934426229508,25.79,9,7,2,1,0.1111572384354779,74,35,0.4729729729729729,0.1418918918918918,10.5,5,5,0,0,0.1426634406570199,84,43,0.5119047619047619,0.205,17.22,6,4,2,2,0.1304404142273323,E0347,TURNOVERS,RED_ZONE,RED_ZONE+TURNOVERS,0.8,3.255975391967599,B
NFL-F52,NFL-C101,NFL-U230,EXISTING_1859,LONG,PAIR,recent_edge_explosive_rate,<=,-1.7047830334765424e-05,rank_edge_redzone_epa,>=,6.0,DOG35_49,AWAY,179,93,0.5195530726256983,0.2379888268156424,42.6,20,15,5,3,0.0901626168078516,83,42,0.5060240963855421,0.2220481927710842,18.43,9,7,2,1,0.1344742769084419,41,24,0.5853658536585366,0.3834146341463415,15.720000000000002,5,5,0,0,0.1870768753409383,55,27,0.4909090909090909,0.1536363636363636,8.45,6,3,3,3,0.1612917893828264,E0538,EXPLOSIVENESS,RED_ZONE,EXPLOSIVENESS+RED_ZONE,0.75,3.240920094443154,B
NFL-F53,NFL-C102,NFL-U232,EXISTING_1859,LONG,PAIR,recent_edge_third_down_success,>=,0.0,rank_edge_third_down_success,>=,-6.0,DOG35_49,AWAY,496,241,0.4858870967741935,0.1527620967741935,75.77000000000001,20,15,5,2,0.0538087284745678,207,103,0.4975845410628019,0.1904830917874396,39.43000000000001,9,8,1,1,0.0840791379156825,142,67,0.4718309859154929,0.1119718309859154,15.9,5,3,2,2,0.1001110281368447,147,71,0.4829931972789115,0.139047619047619,20.44,6,4,2,2,0.0984932299616297,E0446,THIRD_DOWN,THIRD_DOWN,THIRD_DOWN,0.75,3.23830033202254,B
NFL-F54,NFL-C109,NFL-U288,CONTEXT_CORE_PAIR,LONG,PAIR,westward_tz_hours,>=,1.0,recent_edge_sack_or_hit_rate,>=,-0.0236181155150866,DOG35_49,AWAY,110,60,0.5454545454545454,0.3066363636363636,33.73,17,14,3,1,0.1155776930199564,49,28,0.5714285714285714,0.3828571428571429,18.76,8,6,2,1,0.1748862604141121,25,12,0.48,0.1788,4.470000000000001,3,3,0,0,0.2533300350662484,36,20,0.5555555555555556,0.2916666666666667,10.5,6,5,1,1,0.1972459185406693,P00228,TRAVEL_CIRCADIAN,PASS_PROTECTION_RUSH,PASS_PROTECTION_RUSH+TRAVEL_CIRCADIAN,0.8235294117647058,3.0011,B
NFL-F55,NFL-C112,NFL-U310,EXISTING_1859,LONG,PAIR,recent_edge_giveaway_rate,>=,-0.0071892476066567,rank_edge_def_allowed_explosive_rate,<=,-10.0,DOG35_49,AWAY,194,95,0.4896907216494845,0.1910824742268041,37.07,20,15,5,1,0.0882849232709149,77,37,0.4805194805194805,0.171038961038961,13.17,9,7,2,1,0.1406270237998927,51,26,0.5098039215686274,0.2813725490196079,14.35,5,4,1,1,0.1792111296455955,66,32,0.4848484848484848,0.1446969696969696,9.55,6,4,2,1,0.1477227636631796,E0605,TURNOVERS,EXPLOSIVENESS,EXPLOSIVENESS+TURNOVERS,0.75,2.8568501852231125,B
NFL-F56,NFL-C118,NFL-U355,NEW_CONTEXT,LONG,UNIVARIATE,westward_tz_hours,>=,2.0,,,,DOG35_49,ANY,135,67,0.4962962962962963,0.2031851851851851,27.43,19,14,5,2,0.1057240508291998,44,22,0.5,0.2175,9.570000000000002,8,5,3,1,0.1873598489594666,37,17,0.4594594594594595,0.1213513513513514,4.490000000000002,5,4,1,1,0.2048254813301471,54,28,0.5185185185185185,0.2475925925925925,13.369999999999996,6,5,1,1,0.1667094148920203,C00159,TRAVEL_CIRCADIAN,,TRAVEL_CIRCADIAN,0.7368421052631579,2.6599079382357846,B
NFL-F57,NFL-C122,NFL-U384,CONTEXT_CORE_PAIR,LONG,PAIR,base_vs_open_prob_move,<=,-0.0016514764021672,recent_edge_sack_or_hit_rate,>=,-0.0236181155150866,DOG35_49,AWAY,206,105,0.5097087378640777,0.2196601941747573,45.25,20,15,5,2,0.0842878928450879,109,57,0.5229357798165137,0.2643119266055046,28.81000000000001,9,7,2,1,0.1172231063374592,44,23,0.5227272727272727,0.2409090909090909,10.6,5,4,1,1,0.1824593609888359,53,25,0.4716981132075472,0.110188679245283,5.839999999999999,6,4,2,2,0.1643025216444517,P00145,OTHER,PASS_PROTECTION_RUSH,OTHER+PASS_PROTECTION_RUSH,0.75,2.5307666574612737,B
NFL-F58,NFL-C123,NFL-U386,CONTEXT_CORE_PAIR,LONG,PAIR,base_vs_open_prob_move,<=,-0.0016514764021672,rank_edge_punt_return_average,>=,-5.0,DOG35_49,ANY,217,113,0.5207373271889401,0.2216589861751152,48.1,20,13,7,2,0.0804966506164998,103,57,0.5533980582524272,0.3095145631067961,31.880000000000003,9,6,3,1,0.1177408365863469,44,23,0.5227272727272727,0.2061363636363636,9.07,5,3,2,2,0.177599454289003,70,33,0.4714285714285714,0.1021428571428571,7.150000000000003,6,4,2,2,0.1414148988518289,P00158,OTHER,SPECIAL_TEAMS,OTHER+SPECIAL_TEAMS,0.65,2.528675956350136,B
NFL-F59,NFL-C125,NFL-U395,EXISTING_1859,LONG,UNIVARIATE,recent_edge_def_allowed_pass_epa_per_dropback,<=,-0.2835381916028331,,,,DOG35_49,AWAY,162,82,0.5061728395061729,0.2078395061728395,33.67,20,15,5,1,0.09492084284809,62,33,0.532258064516129,0.2738709677419355,16.98,9,8,1,1,0.1538285176481083,36,19,0.5277777777777778,0.2752777777777778,9.91,5,3,2,1,0.2069554380802061,64,30,0.46875,0.1059374999999999,6.779999999999999,6,4,2,1,0.1497671338526596,E0935,PASSING,,PASSING,0.75,2.460198872449142,B
NFL-F60,NFL-C127,NFL-U406,EXISTING_1859,LONG,PAIR,recent_edge_explosive_rate,<=,-1.7047830334765424e-05,rank_edge_rush_epa_per_carry,>=,10.0,DOG35_49,AWAY,102,53,0.5196078431372549,0.2339215686274509,23.86,20,15,5,2,0.1192690444635326,49,25,0.5102040816326531,0.2242857142857143,10.990000000000002,9,7,2,1,0.1744035023520257,26,14,0.5384615384615384,0.2861538461538462,7.440000000000001,5,4,1,1,0.2423830896126574,27,14,0.5185185185185185,0.2011111111111111,5.43,6,4,2,2,0.2286946316989125,E0847,EXPLOSIVENESS,RUSHING,EXPLOSIVENESS+RUSHING,0.75,2.3859216167614807,B
NFL-F61,NFL-C133,NFL-U437,EXISTING_1859,LONG,UNIVARIATE,rank_edge_giveaway_rate,<=,-15.0,,,,DOG35_49,HOME,179,83,0.4636871508379888,0.1295530726256983,23.19,20,13,7,3,0.0919038143892694,69,30,0.4347826086956521,0.0846376811594203,5.840000000000001,9,6,3,3,0.15115420947846,50,24,0.48,0.1578,7.890000000000001,5,3,2,1,0.1739212324647017,60,29,0.4833333333333333,0.1576666666666666,9.46,6,4,2,2,0.1572897873760596,E0809,TURNOVERS,,TURNOVERS,0.65,2.122323519472337,B
NFL-F62,NFL-C139,NFL-U464,EXISTING_1859,MODERN,UNIVARIATE,adv_returning_skill_snap_share,>=,0.0763291543109011,,,,PK_55,ANY,101,63,0.6237623762376238,0.1809716931814627,18.27814101132774,12,9,3,1,0.0918143565898705,33,22,0.6666666666666666,0.2739376531995039,9.039942555583629,5,4,1,1,0.1593940022479368,41,25,0.6097560975609756,0.1411135509878077,5.785655590500116,4,3,1,1,0.1444437942126246,27,16,0.5925925925925926,0.1278719579719999,3.4525428652439984,3,2,1,1,0.1836209519356212,E1253,ROSTER_CONTINUITY,,ROSTER_CONTINUITY,0.75,1.6451741257891488,B
NFL-F63,NFL-C141,NFL-U009,NEW_CONTEXT,MODERN,UNIVARIATE,adv_secondary_unavail_equiv,>=,0.35,,,,DOG20_34,AWAY,212,71,0.3349056603773584,0.2223113207547169,47.13,17,11,6,3,0.1207198600737332,94,32,0.3404255319148936,0.2493617021276595,23.44,7,4,3,1,0.1837586303749026,48,16,0.3333333333333333,0.2335416666666666,11.209999999999996,4,3,1,1,0.2594216647475041,38,16,0.4210526315789473,0.5605263157894737,21.3,3,3,0,0,0.3061203445444526,C00131,INJURY_AVAILABILITY,,INJURY_AVAILABILITY,0.6470588235294118,5.111444804505446,C
NFL-F64,NFL-C143,NFL-U309,CONTEXT_CORE_PAIR,LONG,PAIR,westward_tz_hours,>=,1.0,recent_edge_punt_return_average,>=,0.0,DOG35_49,AWAY,82,47,0.573170731707317,0.3664634146341463,30.05,14,9,5,2,0.1326700271429625,33,21,0.6363636363636364,0.5063636363636362,16.709999999999997,6,4,2,1,0.2038106751922334,20,11,0.55,0.417,8.34,3,2,1,1,0.2970620172712478,29,15,0.5172413793103449,0.1724137931034482,4.999999999999998,5,3,2,1,0.2155321374162452,P00197,TRAVEL_CIRCADIAN,SPECIAL_TEAMS,SPECIAL_TEAMS+TRAVEL_CIRCADIAN,0.6428571428571429,2.8678585492428224,C
