game_id,season,week,gameday,team,opponent,is_home,coachq_head_coach,coachq_offensive_coordinator,coachq_defensive_coordinator,coachq_hc_prior_role_seasons,coachq_hc_prior_role_games,coachq_hc_prior_quality,coachq_hc_recent_quality,coachq_hc_prior_win_pct,coachq_oc_prior_role_seasons,coachq_oc_prior_role_games,coachq_oc_prior_quality,coachq_oc_recent_quality,coachq_oc_prior_win_pct,coachq_dc_prior_role_seasons,coachq_dc_prior_role_games,coachq_dc_prior_quality,coachq_dc_recent_quality,coachq_dc_prior_win_pct,coachq_hc_current_team_tenure_seasons,coachq_oc_current_team_tenure_seasons,coachq_dc_current_team_tenure_seasons,coachq_prev_head_coach,coachq_prev_offensive_coordinator,coachq_prev_defensive_coordinator,coachq_hc_changed_quality,coachq_hc_quality_delta_vs_departed,coachq_oc_changed_quality,coachq_oc_quality_delta_vs_departed,coachq_dc_changed_quality,coachq_dc_quality_delta_vs_departed,coachq_staff_change_count,coachq_full_staff_stable,coachq_full_staff_overhaul,coachq_staff_quality_mean,coachq_staff_quality_min,coachq_staff_upgrade_count,coachq_staff_downgrade_count,opp_coachq_head_coach,opp_coachq_offensive_coordinator,opp_coachq_defensive_coordinator,opp_coachq_hc_prior_role_seasons,opp_coachq_hc_prior_role_games,opp_coachq_hc_prior_quality,opp_coachq_hc_recent_quality,opp_coachq_hc_prior_win_pct,opp_coachq_oc_prior_role_seasons,opp_coachq_oc_prior_role_games,opp_coachq_oc_prior_quality,opp_coachq_oc_recent_quality,opp_coachq_oc_prior_win_pct,opp_coachq_dc_prior_role_seasons,opp_coachq_dc_prior_role_games,opp_coachq_dc_prior_quality,opp_coachq_dc_recent_quality,opp_coachq_dc_prior_win_pct,opp_coachq_hc_current_team_tenure_seasons,opp_coachq_oc_current_team_tenure_seasons,opp_coachq_dc_current_team_tenure_seasons,opp_coachq_prev_head_coach,opp_coachq_prev_offensive_coordinator,opp_coachq_prev_defensive_coordinator,opp_coachq_hc_changed_quality,opp_coachq_hc_quality_delta_vs_departed,opp_coachq_oc_changed_quality,opp_coachq_oc_quality_delta_vs_departed,opp_coachq_dc_changed_quality,opp_coachq_dc_quality_delta_vs_departed,opp_coachq_staff_change_count,opp_coachq_full_staff_stable,opp_coachq_full_staff_overhaul,opp_coachq_staff_quality_mean,opp_coachq_staff_quality_min,opp_coachq_staff_upgrade_count,opp_coachq_staff_downgrade_count,adv_hc_prior_role_seasons,adv_hc_prior_role_games,adv_hc_prior_quality,adv_hc_recent_quality,adv_hc_prior_win_pct,adv_oc_prior_role_seasons,adv_oc_prior_role_games,adv_oc_prior_quality,adv_oc_recent_quality,adv_oc_prior_win_pct,adv_dc_prior_role_seasons,adv_dc_prior_role_games,adv_dc_prior_quality,adv_dc_recent_quality,adv_dc_prior_win_pct,adv_hc_current_team_tenure_seasons,adv_oc_current_team_tenure_seasons,adv_dc_current_team_tenure_seasons,adv_hc_changed_quality,adv_hc_quality_delta_vs_departed,adv_oc_changed_quality,adv_oc_quality_delta_vs_departed,adv_dc_changed_quality,adv_dc_quality_delta_vs_departed,adv_staff_change_count,adv_full_staff_stable,adv_full_staff_overhaul,adv_staff_quality_mean,adv_staff_quality_min,adv_staff_upgrade_count,adv_staff_downgrade_count
2026_04_KC_LV,2026,4,2026-10-04,LV,KC,1,Klint Kubiak,Andrew Janocko,Rob Leonard,0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0,0,0,Pete Carroll,Chip Kelly,Patrick Graham,1.0,,1.0,,1.0,,3.0,0,1,,,0,0,Andy Reid,Eric Bieniemy,Steve Spagnuolo,18,263.0,0.6077812891538383,0.35714285714285715,0.6077812891538383,4.0,63.0,0.8203125,0.28125,0.6141456582633052,11.0,166.0,0.4971590909090909,0.65625,0.6185154714566479,5,0,5,Andy Reid,Matt Nagy,Steve Spagnuolo,0.0,0.0,1.0,0.0546875,0.0,0.0,1.0,0,0,0.6417509600209764,0.4971590909090909,1,0,-18,-263.0,,,,-4.0,-63.0,,,,-11.0,-166.0,,,,-5,0,-5,1.0,,0.0,,1.0,,2.0,0,1,,,-1,0
2026_04_LAC_SEA,2026,4,2026-10-04,SEA,LAC,1,Mike Macdonald,Brian Fleury,Aden Durde,2,31.0,0.6911764705882353,0.8823529411764706,0.6911764705882353,0.0,0.0,,,,2.0,31.0,0.828125,1.0,0.6911764705882353,2,0,2,Mike Macdonald,Klint Kubiak,Aden Durde,0.0,0.0,1.0,,0.0,0.0,1.0,0,0,0.7596507352941176,0.6911764705882353,0,0,Jim Harbaugh,Mike McDaniel,Chris O'Leary,6,90.0,0.661965811965812,0.5333333333333333,0.661965811965812,1.0,17.0,0.90625,0.90625,0.5882352941176471,0.0,0.0,,,,2,0,0,Jim Harbaugh,Greg Roman,Jesse Minter,0.0,0.0,1.0,0.32638888888888884,1.0,,2.0,0,0,0.7841079059829059,0.661965811965812,1,0,-4,-59.0,0.029210658622423336,0.34901960784313724,0.029210658622423336,-1.0,-17.0,,,,2.0,31.0,,,,0,0,2,0.0,0.0,0.0,,-1.0,,-1.0,0,0,-0.024457170688788277,0.029210658622423336,-1,0
2026_04_DEN_SF,2026,4,2026-10-04,SF,DEN,1,Kyle Shanahan,Klay Kubiak,Raheem Morris,7,107.0,0.5333248684089019,0.625,0.5333248684089019,1.0,16.0,0.78125,0.78125,0.625,3.0,47.0,0.4895833333333333,0.375,0.5121693121693122,5,1,0,Kyle Shanahan,Klay Kubiak,Robert Saleh,0.0,0.0,0.0,0.0,1.0,0.19791666666666663,1.0,0,0,0.6013860672474117,0.4895833333333333,1,0,Sean Payton,Davis Webb,Vance Joseph,16,227.0,0.624995057026307,0.875,0.624995057026307,0.0,0.0,,,,6.0,88.0,0.640625,0.90625,0.5728174603174603,3,0,3,Sean Payton,Joe Lombardi,Vance Joseph,0.0,0.0,1.0,,0.0,0.0,1.0,0,0,0.6328100285131535,0.624995057026307,0,0,-9,-120.0,-0.09167018861740506,-0.25,-0.09167018861740506,1.0,16.0,,,,-3.0,-41.0,-0.15104166666666669,-0.53125,-0.06064814814814812,2,1,-3,0.0,0.0,-1.0,,1.0,0.19791666666666663,0.0,0,0,-0.03142396126574176,-0.13541172369297366,1,0
2026_04_DET_CAR,2026,4,2026-10-04,CAR,DET,1,Dave Canales,Brad Idzik,Ejiro Evero,2,29.0,0.3761904761904762,0.4666666666666667,0.3761904761904762,2.0,29.0,0.1875,0.21875,0.3761904761904762,4.0,57.0,0.375,0.28125,0.2773809523809524,2,2,3,Dave Canales,Brad Idzik,Ejiro Evero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.3128968253968254,0.1875,0,0,Dan Campbell,Drew Petzing,Kelvin Sheppard,5,74.0,0.5716526610644258,0.5,0.5716526610644258,3.0,42.0,0.4270833333333333,0.3125,0.2619047619047619,1.0,14.0,0.5625,0.5625,0.5,5,0,1,Dan Campbell,John Morton,Kelvin Sheppard,0.0,0.0,1.0,-0.11979166666666669,0.0,0.0,1.0,0,0,0.5204119981325864,0.4270833333333333,0,1,-3,-45.0,-0.19546218487394962,-0.033333333333333326,-0.19546218487394962,-1.0,-13.0,-0.23958333333333331,-0.09375,0.11428571428571427,3.0,43.0,-0.1875,-0.28125,-0.2226190476190476,-3,2,2,0.0,0.0,-1.0,0.11979166666666669,0.0,0.0,-1.0,1,0,-0.20751517273576103,-0.23958333333333331,0,-1
2026_04_ATL_NO,2026,4,2026-10-05,NO,ATL,1,Kellen Moore,Doug Nussmeier,Brandon Staley,1,14.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,14.0,0.1875,0.1875,0.42857142857142855,1.0,14.0,0.75,0.75,0.42857142857142855,1,1,1,Kellen Moore,Doug Nussmeier,Brandon Staley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.45535714285714285,0.1875,0,0,Kevin Stefanski,Tommy Rees,Jeff Ulbrich,5,71.0,0.3628571428571428,0.2857142857142857,0.3628571428571428,1.0,14.0,0.0625,0.0625,0.2857142857142857,5.0,70.0,0.5375,0.59375,0.3714285714285714,0,0,1,Raheem Morris,Zac Robinson,Jeff Ulbrich,1.0,-0.0371428571428572,1.0,-0.375,0.0,0.0,2.0,0,0,0.32095238095238093,0.0625,0,2,-4,-57.0,0.06571428571428573,0.14285714285714285,0.06571428571428573,0.0,0.0,0.125,0.125,0.14285714285714285,-4.0,-56.0,0.21250000000000002,0.15625,0.05714285714285716,1,1,0,-1.0,0.0371428571428572,-1.0,0.375,0.0,0.0,-2.0,1,0,0.13440476190476192,0.125,0,-2
2026_05_TB_DAL,2026,5,2026-10-08,DAL,TB,1,Brian Schottenheimer,Klayton Adams,Christian Parker,1,14.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,14.0,0.90625,0.90625,0.42857142857142855,0.0,0.0,,,,1,1,0,Brian Schottenheimer,Klayton Adams,Matt Eberflus,0.0,0.0,0.0,0.0,1.0,,1.0,0,0,0.6674107142857143,0.42857142857142855,0,0,Todd Bowles,Zac Robinson,Todd Bowles,8,112.0,0.4065018315018315,0.35714285714285715,0.4065018315018315,2.0,28.0,0.4375,0.34375,0.5,3.0,43.0,0.8645833333333334,0.84375,0.6712454212454212,4,0,0,Todd Bowles,Josh Grizzard,Larry Foote & Charlie Strong,0.0,0.0,1.0,0.0625,1.0,0.48958333333333337,2.0,0,0,0.5695283882783883,0.4065018315018315,2,0,-7,-98.0,0.022069597069597047,0.0714285714285714,0.022069597069597047,-1.0,-14.0,0.46875,0.5625,-0.07142857142857145,-3.0,-43.0,,,,-3,1,0,0.0,0.0,-1.0,-0.0625,0.0,,-1.0,0,0,0.09788232600732605,0.022069597069597047,-2,0
2026_05_PHI_JAX,2026,5,2026-10-11,JAX,PHI,1,Liam Coen,Grant Udinski,Anthony Campanile,1,15.0,0.7333333333333333,0.7333333333333333,0.7333333333333333,1.0,15.0,0.59375,0.59375,0.7333333333333333,1.0,15.0,0.9375,0.9375,0.7333333333333333,1,1,1,Liam Coen,Grant Udinski,Anthony Campanile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.7548611111111111,0.59375,0,0,Nick Sirianni,Sean Mannion,Vic Fangio,5,80.0,0.6507189542483659,0.5333333333333333,0.6507189542483659,0.0,0.0,,,,11.0,160.0,0.6761363636363636,0.8125,0.593994893994894,5,0,2,Nick Sirianni,Kevin Patullo,Vic Fangio,0.0,0.0,1.0,,0.0,0.0,1.0,0,0,0.6634276589423648,0.6507189542483659,0,0,-4,-65.0,0.08261437908496738,0.19999999999999996,0.08261437908496738,1.0,15.0,,,,-10.0,-145.0,0.26136363636363635,0.125,0.13933843933843926,-4,1,-1,0.0,0.0,-1.0,,0.0,0.0,-1.0,1,0,0.09143345216874632,-0.0569689542483659,0,0
2026_05_CIN_MIA,2026,5,2026-10-11,MIA,CIN,1,Jeff Hafley,Bobby Slowik,Sean Duggan,0,0.0,,,,2.0,32.0,0.46875,0.28125,0.59375,0.0,0.0,,,,0,0,0,Mike McDaniel,Frank Smith,Anthony Weaver,1.0,,1.0,-0.1875,1.0,,3.0,0,1,0.46875,0.46875,0,1,Zac Taylor,Dan Pitcher,Al Golden,5,76.0,0.5847222222222223,0.2857142857142857,0.5847222222222223,2.0,28.0,0.640625,0.46875,0.4642857142857143,1.0,14.0,0.09375,0.09375,0.2857142857142857,5,2,1,Zac Taylor,Dan Pitcher,Al Golden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.43969907407407405,0.09375,0,0,-5,-76.0,,,,0.0,4.0,-0.171875,-0.1875,0.1294642857142857,-1.0,-14.0,,,,-5,-2,-1,1.0,,1.0,-0.1875,1.0,,3.0,-1,1,0.029050925925925952,0.375,0,1
2026_05_LV_NE,2026,5,2026-10-11,NE,LV,1,Mike Vrabel,Josh McDaniels,Zak Kuhr,5,74.0,0.5759462759462759,0.8888888888888888,0.5759462759462759,12.0,187.0,0.828125,1.0,0.7313390313390312,0.0,0.0,,,,1,1,0,Mike Vrabel,Josh McDaniels,Terrell Williams,0.0,0.0,0.0,0.0,1.0,,1.0,0,0,0.702035637973138,0.5759462759462759,0,0,Klint Kubiak,Andrew Janocko,Rob Leonard,0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0,0,0,Pete Carroll,Chip Kelly,Patrick Graham,1.0,,1.0,,1.0,,3.0,0,1,,,0,0,5,74.0,,,,12.0,187.0,,,,0.0,0.0,,,,1,1,0,-1.0,,-1.0,,0.0,,-2.0,0,-1,,,0,0
2026_05_MIN_NO,2026,5,2026-10-11,NO,MIN,1,Kellen Moore,Doug Nussmeier,Brandon Staley,1,14.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,14.0,0.1875,0.1875,0.42857142857142855,1.0,14.0,0.75,0.75,0.42857142857142855,1,1,1,Kellen Moore,Doug Nussmeier,Brandon Staley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.45535714285714285,0.1875,0,0,Kevin O'Connell,Wes Phillips,Brian Flores,4,58.0,0.6166666666666667,0.5,0.6166666666666667,4.0,58.0,0.4375,0.125,0.6166666666666667,3.0,43.0,0.7604166666666666,0.78125,0.5777777777777778,4,4,3,Kevin O'Connell,Wes Phillips,Brian Flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.6048611111111111,0.4375,0,0,-3,-44.0,-0.18809523809523815,-0.07142857142857145,-0.18809523809523815,-3.0,-44.0,-0.25,0.0625,-0.18809523809523815,-2.0,-29.0,-0.01041666666666663,-0.03125,-0.1492063492063493,-3,-3,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.14950396825396822,-0.25,0,0
2026_05_CLE_NYJ,2026,5,2026-10-11,NYJ,CLE,1,Aaron Glenn,Frank Reich,Brian Duker,1,14.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,4.0,55.0,0.6171875,0.78125,0.4879807692307692,0.0,0.0,,,,1,0,0,Aaron Glenn,Tanner Engstrand,Steve Wilks,0.0,0.0,1.0,0.4609375,1.0,,2.0,0,0,0.41573660714285715,0.21428571428571427,1,0,Todd Monken,Travis Switzer,Mike Rutenberg,0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0,0,0,Kevin Stefanski,Tommy Rees,Jim Schwartz,1.0,,1.0,,1.0,,3.0,0,1,,,0,0,1,14.0,,,,4.0,55.0,,,,0.0,0.0,,,,1,0,0,-1.0,,0.0,,0.0,,-1.0,0,-1,,,1,0
2026_05_IND_PIT,2026,5,2026-10-11,PIT,IND,1,Mike McCarthy,Brian Angelichio,Patrick Graham,17,242.0,0.5998962254585092,0.42857142857142855,0.5998962254585092,0.0,0.0,,,,5.0,70.0,0.425,0.34375,0.3142857142857142,0,0,0,Mike Tomlin,Arthur Smith,Teryl Austin,1.0,-0.013414483440435054,1.0,,1.0,-0.08671875000000001,3.0,0,1,0.5124481127292546,0.425,0,2,Shane Steichen,Jim Bob Cooter,Lou Anarumo,3,42.0,0.4523809523809524,0.35714285714285715,0.4523809523809524,6.0,82.0,0.515625,0.84375,0.4752747252747253,5.0,76.0,0.425,0.53125,0.5990079365079366,3,3,1,Shane Steichen,Jim Bob Cooter,Lou Anarumo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.4643353174603175,0.425,0,0,14,200.0,0.1475152730775568,0.0714285714285714,0.1475152730775568,-6.0,-82.0,,,,0.0,-6.0,0.0,-0.1875,-0.2847222222222224,-3,-3,-1,1.0,-0.013414483440435054,1.0,,1.0,-0.08671875000000001,3.0,-1,1,0.048112795268937136,0.0,0,2
2026_05_HOU_TEN,2026,5,2026-10-11,TEN,HOU,1,Robert Saleh,Brian Daboll,Gus Bradley,4,56.0,0.33928571428571425,0.21428571428571427,0.33928571428571425,6.0,81.0,0.296875,0.875,0.38621794871794873,10.0,141.0,0.55625,0.5,0.5009157509157509,0,0,0,Brian Callahan,Nick Holz,Dennard Wilson,1.0,0.12499999999999997,1.0,0.1875,1.0,0.24375000000000002,3.0,0,1,0.3974702380952381,0.296875,3,0,DeMeco Ryans,Nick Caley,Matt Burke,3,48.0,0.6666666666666666,0.8125,0.6666666666666666,1.0,16.0,0.28125,0.28125,0.8125,5.0,74.0,0.6,0.96875,0.5384615384615385,3,1,3,DeMeco Ryans,Nick Caley,Matt Burke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.5159722222222222,0.28125,0,0,1,8.0,-0.3273809523809524,-0.5982142857142857,-0.3273809523809524,5.0,65.0,0.015625,0.59375,-0.42628205128205127,5.0,67.0,-0.043749999999999956,-0.46875,-0.037545787545787634,-3,-1,-3,1.0,0.12499999999999997,1.0,0.1875,1.0,0.24375000000000002,3.0,-1,1,-0.11850198412698404,0.015625,3,0
2026_05_NYG_WAS,2026,5,2026-10-11,WAS,NYG,1,Dan Quinn,David Blough,Daronte Jones,6,88.0,0.49785920778567844,0.21428571428571427,0.49785920778567844,0.0,0.0,,,,0.0,0.0,,,,2,0,0,Dan Quinn,Kliff Kingsbury,Joe Whitt,0.0,0.0,1.0,,1.0,,2.0,0,0,0.49785920778567844,0.49785920778567844,0,0,John Harbaugh,Matt Nagy,Dennard Wilson,16,233.0,0.5796945701357465,0.5,0.5796945701357465,4.0,63.0,0.765625,0.71875,0.6007236227824463,2.0,28.0,0.3125,0.15625,0.21428571428571427,0,0,0,Brian Daboll,Mike Kafka,Shane Bowen,1.0,0.25826599870717515,1.0,0.4296875,1.0,-0.05625000000000002,3.0,0,1,0.5526065233785822,0.3125,2,1,-10,-145.0,-0.08183536235006811,-0.2857142857142857,-0.08183536235006811,-4.0,-63.0,,,,-2.0,-28.0,,,,2,0,0,-1.0,-0.25826599870717515,0.0,,0.0,,-1.0,0,-1,-0.054747315592903745,0.18535920778567844,-2,-1
2026_05_DEN_LAC,2026,5,2026-10-11,LAC,DEN,1,Jim Harbaugh,Mike McDaniel,Chris O'Leary,6,90.0,0.661965811965812,0.5333333333333333,0.661965811965812,1.0,17.0,0.90625,0.90625,0.5882352941176471,0.0,0.0,,,,2,0,0,Jim Harbaugh,Greg Roman,Jesse Minter,0.0,0.0,1.0,0.32638888888888884,1.0,,2.0,0,0,0.7841079059829059,0.661965811965812,1,0,Sean Payton,Davis Webb,Vance Joseph,16,227.0,0.624995057026307,0.875,0.624995057026307,0.0,0.0,,,,6.0,88.0,0.640625,0.90625,0.5728174603174603,3,0,3,Sean Payton,Joe Lombardi,Vance Joseph,0.0,0.0,1.0,,0.0,0.0,1.0,0,0,0.6328100285131535,0.624995057026307,0,0,-10,-137.0,0.03697075493950497,-0.3416666666666667,0.03697075493950497,1.0,17.0,,,,-6.0,-88.0,,,,-1,0,-3,0.0,0.0,0.0,,1.0,,1.0,0,0,0.15129787746975243,0.03697075493950497,1,0
2026_05_DET_ARI,2026,5,2026-10-11,ARI,DET,1,Mike LaFleur,Nathaniel Hackett,Nick Rallis,0,0.0,,,,7.0,98.0,0.40625,0.5,0.4507195185766614,3.0,42.0,0.14583333333333334,0.21875,0.2619047619047619,0,0,3,Jonathan Gannon,Drew Petzing,Nick Rallis,1.0,,1.0,-0.020833333333333315,0.0,0.0,2.0,0,0,0.2760416666666667,0.14583333333333334,0,1,Dan Campbell,Drew Petzing,Kelvin Sheppard,5,74.0,0.5716526610644258,0.5,0.5716526610644258,3.0,42.0,0.4270833333333333,0.3125,0.2619047619047619,1.0,14.0,0.5625,0.5625,0.5,5,0,1,Dan Campbell,John Morton,Kelvin Sheppard,0.0,0.0,1.0,-0.11979166666666669,0.0,0.0,1.0,0,0,0.5204119981325864,0.4270833333333333,0,1,-5,-74.0,,,,4.0,56.0,-0.020833333333333315,0.1875,0.1888147566718995,2.0,28.0,-0.41666666666666663,-0.34375,-0.23809523809523808,-5,0,2,1.0,,0.0,0.09895833333333337,0.0,0.0,1.0,0,0,-0.24437033146591974,-0.28125,0,0
2026_05_CHI_GB,2026,5,2026-10-11,GB,CHI,1,Matt LaFleur,Adam Stenavich,Jonathan Gannon,5,75.0,0.5457142857142857,0.4666666666666667,0.5457142857142857,4.0,60.0,0.7421875,0.875,0.4988095238095238,2.0,32.0,0.6875,0.90625,0.6490196078431372,5,4,0,Matt LaFleur,Adam Stenavich,Jeff Hafley,0.0,0.0,0.0,0.0,1.0,0.046875,1.0,0,0,0.6584672619047619,0.5457142857142857,1,0,Ben Johnson,Press Taylor,Dennis Allen,1,16.0,0.6875,0.6875,0.6875,3.0,44.0,0.53125,0.46875,0.4523809523809524,6.0,88.0,0.5520833333333334,0.5,0.6321047008547008,1,0,1,Ben Johnson,Declan Doyle,Dennis Allen,0.0,0.0,1.0,-0.28125,0.0,0.0,1.0,0,0,0.5902777777777778,0.53125,0,1,4,59.0,-0.1417857142857143,-0.22083333333333333,-0.1417857142857143,1.0,16.0,0.2109375,0.40625,0.04642857142857143,-4.0,-56.0,0.13541666666666663,0.40625,0.01691490698843634,4,4,-1,0.0,0.0,-1.0,0.28125,1.0,0.046875,0.0,0,0,0.06818948412698411,0.014464285714285707,1,-1
2026_05_SF_SEA,2026,5,2026-10-11,SEA,SF,1,Mike Macdonald,Brian Fleury,Aden Durde,2,31.0,0.6911764705882353,0.8823529411764706,0.6911764705882353,0.0,0.0,,,,2.0,31.0,0.828125,1.0,0.6911764705882353,2,0,2,Mike Macdonald,Klint Kubiak,Aden Durde,0.0,0.0,1.0,,0.0,0.0,1.0,0,0,0.7596507352941176,0.6911764705882353,0,0,Kyle Shanahan,Klay Kubiak,Raheem Morris,7,107.0,0.5333248684089019,0.625,0.5333248684089019,1.0,16.0,0.78125,0.78125,0.625,3.0,47.0,0.4895833333333333,0.375,0.5121693121693122,5,1,0,Kyle Shanahan,Klay Kubiak,Robert Saleh,0.0,0.0,0.0,0.0,1.0,0.19791666666666663,1.0,0,0,0.6013860672474117,0.4895833333333333,1,0,-5,-76.0,0.15785160217933336,0.25735294117647056,0.15785160217933336,-1.0,-16.0,,,,-1.0,-16.0,0.3385416666666667,0.625,0.17900715841892312,-3,-1,2,0.0,0.0,1.0,,-1.0,-0.19791666666666663,0.0,0,0,0.15826466804670591,0.20159313725490197,-1,0
2026_05_BAL_ATL,2026,5,2026-10-11,ATL,BAL,1,Kevin Stefanski,Tommy Rees,Jeff Ulbrich,5,71.0,0.3628571428571428,0.2857142857142857,0.3628571428571428,1.0,14.0,0.0625,0.0625,0.2857142857142857,5.0,70.0,0.5375,0.59375,0.3714285714285714,0,0,1,Raheem Morris,Zac Robinson,Jeff Ulbrich,1.0,-0.0371428571428572,1.0,-0.375,0.0,0.0,2.0,0,0,0.32095238095238093,0.0625,0,2,Jesse Minter,Declan Doyle,Anthony Weaver,0,0.0,,,,1.0,16.0,0.8125,0.8125,0.6875,2.0,28.0,0.484375,0.25,0.5,0,0,0,John Harbaugh,Todd Monken,Zach Orr,1.0,,1.0,0.015625,1.0,-0.15625,3.0,0,1,0.6484375,0.484375,1,1,5,71.0,,,,0.0,-2.0,-0.75,-0.75,-0.4017857142857143,3.0,42.0,0.05312499999999998,0.34375,-0.12857142857142861,0,0,1,0.0,,0.0,-0.390625,-1.0,0.15625,-1.0,0,-1,-0.32748511904761907,-0.421875,-1,1
2026_05_BUF_LA,2026,5,2026-10-12,LA,BUF,1,Sean McVay,Nate Scheelhasse,Chris Shula,7,110.0,0.6086067760437509,0.7058823529411765,0.6086067760437509,0.0,0.0,,,,2.0,33.0,0.453125,0.6875,0.6654411764705883,5,0,2,Sean McVay,Mike LaFleur,Chris Shula,0.0,0.0,1.0,,0.0,0.0,1.0,0,0,0.5308658880218755,0.453125,0,0,Joe Brady,Pete Carmichael Jr.,Jim Leonhard,0,0.0,,,,13.0,184.0,0.7596153846153846,0.4375,0.6072449985911524,0.0,0.0,,,,0,0,0,Sean McDermott,Joe Brady,Bobby Babich,1.0,,1.0,0.08253205128205121,1.0,,3.0,0,1,0.7596153846153846,0.7596153846153846,1,0,7,110.0,,,,-13.0,-184.0,,,,2.0,33.0,,,,5,0,2,-1.0,,0.0,,-1.0,,-2.0,0,-1,-0.22874949659350907,-0.3064903846153846,-1,0
2026_06_SEA_DEN,2026,6,2026-10-15,DEN,SEA,1,Sean Payton,Davis Webb,Vance Joseph,16,227.0,0.624995057026307,0.875,0.624995057026307,0.0,0.0,,,,6.0,88.0,0.640625,0.90625,0.5728174603174603,3,0,3,Sean Payton,Joe Lombardi,Vance Joseph,0.0,0.0,1.0,,0.0,0.0,1.0,0,0,0.6328100285131535,0.624995057026307,0,0,Mike Macdonald,Brian Fleury,Aden Durde,2,31.0,0.6911764705882353,0.8823529411764706,0.6911764705882353,0.0,0.0,,,,2.0,31.0,0.828125,1.0,0.6911764705882353,2,0,2,Mike Macdonald,Klint Kubiak,Aden Durde,0.0,0.0,1.0,,0.0,0.0,1.0,0,0,0.7596507352941176,0.6911764705882353,0,0,14,196.0,-0.0661814135619283,-0.007352941176470562,-0.0661814135619283,0.0,0.0,,,,4.0,57.0,-0.1875,-0.09375,-0.118359010270775,1,0,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,-0.12684070678096415,-0.0661814135619283,0,0
2026_06_HOU_JAX,2026,6,2026-10-18,JAX,HOU,1,Liam Coen,Grant Udinski,Anthony Campanile,1,15.0,0.7333333333333333,0.7333333333333333,0.7333333333333333,1.0,15.0,0.59375,0.59375,0.7333333333333333,1.0,15.0,0.9375,0.9375,0.7333333333333333,1,1,1,Liam Coen,Grant Udinski,Anthony Campanile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.7548611111111111,0.59375,0,0,DeMeco Ryans,Nick Caley,Matt Burke,3,48.0,0.6666666666666666,0.8125,0.6666666666666666,1.0,16.0,0.28125,0.28125,0.8125,5.0,74.0,0.6,0.96875,0.5384615384615385,3,1,3,DeMeco Ryans,Nick Caley,Matt Burke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.5159722222222222,0.28125,0,0,-2,-33.0,0.06666666666666665,-0.07916666666666672,0.06666666666666665,0.0,-1.0,0.3125,0.3125,-0.07916666666666672,-4.0,-59.0,0.3375,-0.03125,0.19487179487179473,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.23888888888888893,0.3125,0,0
2026_06_CHI_ATL,2026,6,2026-10-18,ATL,CHI,1,Kevin Stefanski,Tommy Rees,Jeff Ulbrich,5,71.0,0.3628571428571428,0.2857142857142857,0.3628571428571428,1.0,14.0,0.0625,0.0625,0.2857142857142857,5.0,70.0,0.5375,0.59375,0.3714285714285714,0,0,1,Raheem Morris,Zac Robinson,Jeff Ulbrich,1.0,-0.0371428571428572,1.0,-0.375,0.0,0.0,2.0,0,0,0.32095238095238093,0.0625,0,2,Ben Johnson,Press Taylor,Dennis Allen,1,16.0,0.6875,0.6875,0.6875,3.0,44.0,0.53125,0.46875,0.4523809523809524,6.0,88.0,0.5520833333333334,0.5,0.6321047008547008,1,0,1,Ben Johnson,Declan Doyle,Dennis Allen,0.0,0.0,1.0,-0.28125,0.0,0.0,1.0,0,0,0.5902777777777778,0.53125,0,1,4,55.0,-0.3246428571428572,-0.4017857142857143,-0.3246428571428572,-2.0,-30.0,-0.46875,-0.40625,-0.16666666666666669,-1.0,-18.0,-0.014583333333333393,0.09375,-0.26067612942612944,-1,0,0,1.0,-0.0371428571428572,0.0,-0.09375,0.0,0.0,1.0,0,0,-0.26932539682539686,-0.46875,0,1
