season,team,pre_games,pre_wins,pre_losses,pre_pf,pre_pa,pre_win_pct,pre_margin_pg
2022,LV,4,4,0,91.0,50.0,1.0,10.25
2022,MIA,3,2,1,87.0,49.0,0.6666666666666666,12.666666666666666
2022,MIN,3,0,3,40.0,66.0,0.0,-8.666666666666666
2022,NE,3,1,2,47.0,56.0,0.3333333333333333,-3.0
2022,NO,3,1,2,50.0,47.0,0.3333333333333333,1.0
2022,NYG,3,2,1,75.0,74.0,0.6666666666666666,0.3333333333333333
2022,NYJ,3,3,0,79.0,64.0,1.0,5.0
2022,PHI,3,1,2,52.0,92.0,0.3333333333333333,-13.333333333333334
2022,PIT,3,3,0,67.0,49.0,1.0,6.0
2022,SEA,3,0,3,62.0,86.0,0.0,-8.0
2022,SF,3,2,1,45.0,45.0,0.6666666666666666,0.0
2022,TB,3,0,3,37.0,66.0,0.0,-9.666666666666666
2022,TEN,3,2,1,49.0,49.0,0.6666666666666666,0.0
2022,WAS,3,0,3,50.0,64.0,0.0,-4.666666666666667
2023,ARI,3,2,1,46.0,72.0,0.6666666666666666,-8.666666666666666
2023,ATL,3,1,1,32.0,40.0,0.3333333333333333,-2.6666666666666665
2023,BAL,3,1,2,68.0,74.0,0.3333333333333333,-2.0
2023,BUF,3,2,1,62.0,67.0,0.6666666666666666,-1.6666666666666667
2023,CAR,3,0,3,36.0,74.0,0.0,-12.666666666666666
2023,CHI,3,1,2,61.0,65.0,0.3333333333333333,-1.3333333333333333
2023,CIN,3,0,2,51.0,70.0,0.0,-6.333333333333333
2023,CLE,4,1,2,86.0,84.0,0.25,0.5
2023,DAL,3,1,2,68.0,66.0,0.3333333333333333,0.6666666666666666
2023,DEN,3,1,2,78.0,39.0,0.3333333333333333,13.0
2023,DET,3,2,1,54.0,58.0,0.6666666666666666,-1.3333333333333333
2023,GB,3,2,1,72.0,55.0,0.6666666666666666,5.666666666666667
2023,HOU,3,2,1,40.0,50.0,0.6666666666666666,-3.3333333333333335
2023,IND,3,2,1,70.0,53.0,0.6666666666666666,5.666666666666667
2023,JAX,3,3,0,84.0,48.0,1.0,12.0
2023,KC,3,2,1,95.0,68.0,0.6666666666666666,9.0
2023,LA,3,0,3,34.0,109.0,0.0,-25.0
2023,LAC,3,2,1,74.0,51.0,0.6666666666666666,7.666666666666667
2023,LV,3,2,1,84.0,55.0,0.6666666666666666,9.666666666666666
2023,MIA,3,1,2,49.0,53.0,0.3333333333333333,-1.3333333333333333
2023,MIN,3,0,3,46.0,66.0,0.0,-6.666666666666667
2023,NE,3,1,2,37.0,60.0,0.3333333333333333,-7.666666666666667
2023,NO,3,2,1,61.0,58.0,0.6666666666666666,1.0
2023,NYG,3,1,2,61.0,72.0,0.3333333333333333,-3.6666666666666665
2023,NYJ,4,2,2,81.0,58.0,0.5,5.75
2023,PHI,3,0,2,50.0,65.0,0.0,-5.0
2023,PIT,3,3,0,78.0,32.0,1.0,15.333333333333334
2023,SEA,3,2,1,61.0,46.0,0.6666666666666666,5.0
2023,SF,3,1,2,40.0,77.0,0.3333333333333333,-12.333333333333334
2023,TB,3,2,1,56.0,53.0,0.6666666666666666,1.0
2023,TEN,3,2,1,64.0,46.0,0.6666666666666666,6.0
2023,WAS,3,3,0,67.0,62.0,1.0,1.6666666666666667
2024,ARI,3,0,3,39.0,75.0,0.0,-12.0
2024,ATL,3,0,3,25.0,64.0,0.0,-13.0
2024,BAL,3,1,2,33.0,58.0,0.3333333333333333,-8.333333333333334
2024,BUF,3,1,2,41.0,67.0,0.3333333333333333,-8.666666666666666
2024,CAR,3,1,2,46.0,58.0,0.3333333333333333,-4.0
2024,CHI,4,4,0,115.0,47.0,1.0,17.0
2024,CIN,3,0,3,31.0,71.0,0.0,-13.333333333333334
2024,CLE,3,0,3,55.0,87.0,0.0,-10.666666666666666
2024,DAL,3,1,2,58.0,51.0,0.3333333333333333,2.3333333333333335
2024,DEN,3,3,0,99.0,44.0,1.0,18.333333333333332
2024,DET,3,2,1,51.0,54.0,0.6666666666666666,-1.0
2024,GB,3,2,1,55.0,44.0,0.6666666666666666,3.6666666666666665
2024,HOU,4,3,1,82.0,58.0,0.75,6.0
2024,IND,3,2,1,78.0,61.0,0.6666666666666666,5.666666666666667
2024,JAX,3,3,0,77.0,20.0,1.0,19.0
2024,KC,3,0,3,57.0,84.0,0.0,-9.0
2024,LA,3,2,1,41.0,38.0,0.6666666666666666,1.0
2024,LAC,3,1,2,38.0,48.0,0.3333333333333333,-3.3333333333333335
2024,LV,3,0,2,59.0,75.0,0.0,-5.333333333333333
2024,MIA,3,2,1,47.0,43.0,0.6666666666666666,1.3333333333333333
2024,MIN,3,3,0,77.0,38.0,1.0,13.0
2024,NE,3,1,2,40.0,37.0,0.3333333333333333,1.0
2024,NO,3,1,2,53.0,60.0,0.3333333333333333,-2.3333333333333335
2024,NYG,3,1,2,30.0,41.0,0.3333333333333333,-3.6666666666666665
2024,NYJ,3,3,0,45.0,35.0,1.0,3.3333333333333335
2024,PHI,3,2,1,33.0,52.0,0.6666666666666666,-6.333333333333333
2024,PIT,3,0,3,32.0,53.0,0.0,-7.0
2024,SEA,3,2,1,68.0,52.0,0.6666666666666666,5.333333333333333
2024,SF,3,1,1,53.0,51.0,0.3333333333333333,0.6666666666666666
2024,TB,3,2,1,48.0,48.0,0.6666666666666666,0.0
2024,TEN,3,3,0,63.0,55.0,1.0,2.6666666666666665
2024,WAS,3,1,2,43.0,43.0,0.3333333333333333,0.0
2025,ARI,3,2,1,47.0,54.0,0.6666666666666666,-2.3333333333333335
2025,ATL,3,0,3,43.0,71.0,0.0,-9.333333333333334
2025,BAL,3,3,0,85.0,32.0,1.0,17.666666666666668
2025,BUF,3,1,2,48.0,91.0,0.3333333333333333,-14.333333333333334
2025,CAR,3,0,3,23.0,69.0,0.0,-15.333333333333334
2025,CHI,3,2,0,91.0,51.0,0.6666666666666666,13.333333333333334
2025,CIN,3,1,2,72.0,92.0,0.3333333333333333,-6.666666666666667
2025,CLE,3,3,0,71.0,40.0,1.0,10.333333333333334
2025,DAL,3,1,2,65.0,75.0,0.3333333333333333,-3.3333333333333335
2025,DEN,3,3,0,85.0,35.0,1.0,16.666666666666668
2025,DET,4,1,3,48.0,94.0,0.25,-11.5
2025,GB,3,2,1,53.0,56.0,0.6666666666666666,-1.0
2025,HOU,3,2,1,56.0,30.0,0.6666666666666666,8.666666666666666
2025,IND,3,1,2,76.0,61.0,0.3333333333333333,5.0
2025,JAX,3,0,2,48.0,62.0,0.0,-4.666666666666667
2025,KC,3,0,3,60.0,82.0,0.0,-7.333333333333333
2025,LA,3,2,1,71.0,62.0,0.6666666666666666,3.0
2025,LAC,4,2,2,106.0,73.0,0.5,8.25
2025,LV,3,0,2,52.0,65.0,0.0,-4.333333333333333
2025,MIA,3,2,0,62.0,47.0,0.6666666666666666,5.0
2025,MIN,3,1,2,45.0,53.0,0.3333333333333333,-2.6666666666666665
2025,NE,3,2,1,78.0,72.0,0.6666666666666666,2.0
2025,NO,3,0,2,49.0,72.0,0.0,-7.666666666666667
2025,NYG,3,3,0,107.0,47.0,1.0,20.0
2025,NYJ,3,1,2,59.0,60.0,0.3333333333333333,-0.3333333333333333
2025,PHI,3,2,1,66.0,66.0,0.6666666666666666,0.0
2025,PIT,3,2,1,64.0,52.0,0.6666666666666666,4.0
2025,SEA,3,1,1,63.0,59.0,0.3333333333333333,1.3333333333333333
2025,SF,3,2,1,61.0,72.0,0.6666666666666666,-3.6666666666666665
2025,TB,3,2,1,65.0,44.0,0.6666666666666666,7.0
2025,TEN,3,2,1,53.0,62.0,0.6666666666666666,-3.0
2025,WAS,3,0,3,38.0,109.0,0.0,-23.666666666666668
2026,ARI,4,1,3,108.0,123.0,0.25,-3.75
2026,ATL,3,2,1,58.0,45.0,0.6666666666666666,4.333333333333333
2026,BAL,3,3,0,78.0,13.0,1.0,21.666666666666668
2026,BUF,3,3,0,88.0,48.0,1.0,13.333333333333334
2026,CAR,4,3,1,97.0,89.0,0.75,2.0
2026,CHI,3,2,1,67.0,52.0,0.6666666666666666,5.0
2026,CIN,3,3,0,73.0,36.0,1.0,12.333333333333334
2026,CLE,3,1,2,54.0,78.0,0.3333333333333333,-8.0
2026,DAL,3,2,1,75.0,47.0,0.6666666666666666,9.333333333333334
2026,DEN,3,2,1,74.0,46.0,0.6666666666666666,9.333333333333334
2026,DET,3,2,1,56.0,45.0,0.6666666666666666,3.6666666666666665
2026,GB,3,2,1,84.0,79.0,0.6666666666666666,1.6666666666666667
2026,HOU,3,0,3,40.0,65.0,0.0,-8.333333333333334
2026,IND,3,0,2,35.0,72.0,0.0,-12.333333333333334
2026,JAX,3,2,1,60.0,54.0,0.6666666666666666,2.0
2026,KC,3,0,2,36.0,45.0,0.0,-3.0
2026,LA,3,3,0,74.0,30.0,1.0,14.666666666666666
2026,LAC,3,1,2,62.0,68.0,0.3333333333333333,-2.0
2026,LV,3,1,2,48.0,65.0,0.3333333333333333,-5.666666666666667
2026,MIA,3,0,3,22.0,63.0,0.0,-13.666666666666666
2026,MIN,3,1,2,22.0,57.0,0.3333333333333333,-11.666666666666666
2026,NE,3,1,1,50.0,71.0,0.3333333333333333,-7.0
2026,NO,3,1,2,47.0,82.0,0.3333333333333333,-11.666666666666666
2026,NYG,3,2,1,59.0,22.0,0.6666666666666666,12.333333333333334
2026,NYJ,3,1,2,39.0,47.0,0.3333333333333333,-2.6666666666666665
2026,PHI,3,0,3,41.0,78.0,0.0,-12.333333333333334
2026,PIT,3,1,2,55.0,54.0,0.3333333333333333,0.3333333333333333
2026,SEA,3,0,2,32.0,45.0,0.0,-4.333333333333333
2026,SF,3,2,1,72.0,48.0,0.6666666666666666,8.0
2026,TB,3,2,1,40.0,50.0,0.6666666666666666,-3.3333333333333335
2026,TEN,3,2,1,53.0,53.0,0.6666666666666666,0.0
2026,WAS,3,1,2,36.0,65.0,0.3333333333333333,-9.666666666666666
