result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,result_norm,dob1,dob2,reach1,reach2,age1,age2,p1_won,pair_key,fav_prob,fav_is_p1,fav_won,fav_dec,fav_ml,age_adv,reach_adv,profit100
W,Aljamain Sterling,Augusto Mendes,http://ufcstats.com/fighter-details/cb696ebfb6598724,http://ufcstats.com/fighter-details/3d5b1ce6097dbb49,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Cardo Urso 28 - 29. Sal D'amato 28 - 29. Marcos Rosales 28 - 29.,Funk Master,Tanquinho,2017-04-15,"Kansas City, Missouri, USA",http://ufcstats.com/event-details/ed069a95aaaf4f56,0,0.0,0.0,,,23 of 46,23 of 46,37 of 69,,,43 of 68,59 of 85,60 of 93,,,1 of 1,1 of 2,0 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,3:23,1:27,1:09,,,1,0.0,0.0,,,9 of 20,12 of 30,9 of 41,,,33 of 48,24 of 45,19 of 52,,,0 of 0,0 of 3,0 of 0,,,0,0.0,0.0,,,1,0.0,0.0,,,0:11,1:35,1:27,,,1 of 15,8 of 27,19 of 48,,,18 of 21,12 of 15,16 of 19,,,4 of 10,3 of 4,2 of 2,,,7 of 21,14 of 33,32 of 63,,,0 of 0,5 of 6,5 of 6,,,16 of 25,4 of 7,0 of 0,,,3 of 13,5 of 22,8 of 38,,,2 of 3,4 of 5,1 of 3,,,4 of 4,3 of 3,0 of 0,,,7 of 17,8 of 26,9 of 41,,,0 of 0,4 of 4,0 of 0,,,2 of 3,0 of 0,0 of 0,,,W,1989-07-31,1983-03-03,71.0,65.0,27.707618910723696,34.119797121090784,True,http://ufcstats.com/fighter-details/3d5b1ce6097dbb49|http://ufcstats.com/fighter-details/cb696ebfb6598724,0.7727272727272727,True,True,1.25,-400.0,6.412178210367088,6.0,25.0
L,Andrei Arlovski,Francis Ngannou,http://ufcstats.com/fighter-details/3738e68d2261e60f,http://ufcstats.com/fighter-details/8d03ce87ca14e778,Heavyweight Bout,KO/TKO,1,1:32,3 Rnd (5-5-5),Adam Martinez,Punch to Head At Distance,The Pitbull,The Predator,2017-01-28,"Denver, Colorado, USA",http://ufcstats.com/event-details/4512e46543b960ad,0,,,,,3 of 9,,,,,3 of 9,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,1,,,,,8 of 13,,,,,8 of 14,,,,,0 of 0,,,,,0,,,,,0,,,,,0:03,,,,,1 of 5,,,,,0 of 1,,,,,2 of 3,,,,,3 of 9,,,,,0 of 0,,,,,0 of 0,,,,,8 of 13,,,,,0 of 0,,,,,0 of 0,,,,,4 of 9,,,,,0 of 0,,,,,4 of 4,,,,,L,1979-02-04,1986-09-05,77.0,83.0,37.982983907951564,30.3989814985934,False,http://ufcstats.com/fighter-details/3738e68d2261e60f|http://ufcstats.com/fighter-details/8d03ce87ca14e778,0.7784405624201107,False,True,1.238095238095238,-420.00000000000034,7.584002409358163,6.0,23.809523809523792
L,Daniel Omielanczuk,Curtis Blaydes,http://ufcstats.com/fighter-details/470fedbc8563ac47,http://ufcstats.com/fighter-details/fa6796c55d6c5440,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Glenn Trowbridge 27 - 30. Junichiro Kamijo 27 - 30. Jeff Mullen 27 - 30.,--,Razor,2017-07-08,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/686cccbf1a4de453,0,0.0,0.0,,,16 of 35,15 of 46,20 of 51,,,27 of 46,20 of 51,21 of 52,,,0 of 0,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:03,,,0,0.0,0.0,,,17 of 38,21 of 57,34 of 73,,,31 of 54,28 of 66,35 of 74,,,0 of 6,0 of 4,0 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,3:02,1:17,1:16,,,5 of 22,9 of 38,15 of 45,,,9 of 10,6 of 7,2 of 3,,,2 of 3,0 of 1,3 of 3,,,8 of 26,10 of 40,18 of 47,,,8 of 9,5 of 6,2 of 4,,,0 of 0,0 of 0,0 of 0,,,7 of 28,14 of 48,20 of 59,,,7 of 7,5 of 7,11 of 11,,,3 of 3,2 of 2,3 of 3,,,4 of 21,16 of 52,19 of 56,,,13 of 17,5 of 5,2 of 4,,,0 of 0,0 of 0,13 of 13,,,L,1982-08-31,1991-02-18,74.0,80.0,34.8535561989637,26.385209826348248,False,http://ufcstats.com/fighter-details/470fedbc8563ac47|http://ufcstats.com/fighter-details/fa6796c55d6c5440,0.8313582497721058,False,True,1.15625,-640.0,8.468346372615454,6.0,15.625
W,Kevin Holland,John Phillips,http://ufcstats.com/fighter-details/3a46b268013afede,http://ufcstats.com/fighter-details/e9ac7bfb65c25497,Middleweight Bout,Submission,3,4:05,3 Rnd (5-5-5),Peter Hickmott,Rear Naked Choke,Trailblazer,The Welsh Wrecking Machine,2018-11-24,"Beijing, China",http://ufcstats.com/event-details/de25520d54eab12d,0,0.0,0.0,,,60 of 90,49 of 79,14 of 18,,,60 of 90,50 of 80,54 of 66,,,1 of 1,0 of 1,4 of 4,,,0,0.0,2.0,,,0,0.0,0.0,,,0:03,0:00,3:19,,,0,0.0,0.0,,,12 of 44,38 of 102,1 of 8,,,13 of 45,39 of 103,1 of 8,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,1.0,,,0:03,0:23,0:23,,,31 of 56,30 of 54,13 of 17,,,20 of 25,12 of 16,1 of 1,,,9 of 9,7 of 9,0 of 0,,,51 of 80,44 of 73,0 of 0,,,6 of 6,5 of 6,0 of 0,,,3 of 4,0 of 0,14 of 18,,,2 of 26,18 of 74,1 of 8,,,3 of 8,13 of 21,0 of 0,,,7 of 10,7 of 7,0 of 0,,,11 of 40,32 of 90,0 of 2,,,1 of 4,6 of 12,0 of 0,,,0 of 0,0 of 0,1 of 6,,,W,1992-11-05,1985-06-09,81.0,75.0,26.05118517149565,33.45996153240655,True,http://ufcstats.com/fighter-details/3a46b268013afede|http://ufcstats.com/fighter-details/e9ac7bfb65c25497,0.8233260786070925,True,True,1.1694915254237288,-590.0,7.4087763609109025,6.0,16.94915254237288
W,Devonte Smith,Dong Hyun Ma,http://ufcstats.com/fighter-details/207773daeb4afa7b,http://ufcstats.com/fighter-details/98a6b2361045898f,Lightweight Bout,KO/TKO,1,3:53,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,King Kage,Maestro,2019-02-09,"Melbourne, Victoria, Australia",http://ufcstats.com/event-details/b5882371e2a3900d,1,,,,,19 of 43,,,,,19 of 43,,,,,0 of 0,,,,,0,,,,,0,,,,,0:02,,,,,0,,,,,1 of 9,,,,,1 of 9,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,14 of 34,,,,,1 of 4,,,,,4 of 5,,,,,15 of 38,,,,,0 of 0,,,,,4 of 5,,,,,0 of 4,,,,,0 of 1,,,,,1 of 4,,,,,1 of 9,,,,,0 of 0,,,,,0 of 0,,,,,W,1993-07-30,1988-09-09,76.0,70.0,25.530982840167834,30.41814684764232,True,http://ufcstats.com/fighter-details/207773daeb4afa7b|http://ufcstats.com/fighter-details/98a6b2361045898f,0.7065820777160984,True,True,1.3703703703703702,-270.0000000000001,4.887164007474485,6.0,37.037037037037024
L,Kevin Lee,Al Iaquinta,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,http://ufcstats.com/fighter-details/59279a7c978f7da0,Lightweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,Sal D'amato 47 - 48. Brian Puccillo 47 - 48. Chris Lee 46 - 49.,The Motown Phenom,Raging,2018-12-15,"Milwaukee, Wisconsin, USA",http://ufcstats.com/event-details/7a703c565ccaa18f,0,0.0,0.0,0.0,0.0,23 of 86,34 of 69,10 of 35,17 of 61,18 of 45,23 of 86,43 of 81,20 of 46,17 of 61,18 of 45,0 of 0,1 of 2,2 of 2,0 of 0,0 of 1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,1:44,2:27,0:00,1:14,0,0.0,0.0,0.0,0.0,20 of 51,18 of 35,16 of 29,24 of 60,33 of 53,20 of 51,18 of 35,18 of 31,24 of 60,33 of 53,0 of 6,0 of 0,0 of 1,0 of 0,0 of 0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:00,0:00,0:00,0:14,17 of 77,29 of 62,5 of 29,13 of 57,16 of 42,4 of 7,3 of 5,3 of 4,3 of 3,1 of 2,2 of 2,2 of 2,2 of 2,1 of 1,1 of 1,23 of 86,15 of 48,8 of 33,17 of 61,18 of 45,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,0 of 0,19 of 21,1 of 1,0 of 0,0 of 0,12 of 38,12 of 29,12 of 23,16 of 50,30 of 49,5 of 9,4 of 4,3 of 5,4 of 6,3 of 4,3 of 4,2 of 2,1 of 1,4 of 4,0 of 0,20 of 51,17 of 34,16 of 28,24 of 60,33 of 53,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0 of 1,0 of 0,0 of 0,L,1992-09-04,1987-04-30,77.0,70.0,26.278431453075697,31.62830174473124,False,http://ufcstats.com/fighter-details/59279a7c978f7da0|http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,0.7427937915742794,True,False,1.2985074626865671,-335.00000000000006,5.349870291655542,7.0,-100.0
W,Jon Jones,Thiago Santos,http://ufcstats.com/fighter-details/07f72a2a7591b409,http://ufcstats.com/fighter-details/dea070ed4a2a8281,UFC Light Heavyweight Title Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Mike Bell 47 - 48. Junichiro Kamijo 48 - 47. Derek Cleary 47 - 48.,Bones,Marreta,2019-07-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6c9383ffab2725a5,0,0.0,0.0,0.0,0.0,7 of 16,11 of 17,14 of 19,11 of 17,16 of 21,7 of 16,11 of 17,14 of 19,11 of 17,16 of 21,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:00,0:00,0:00,0:00,0,0.0,0.0,0.0,0.0,11 of 26,7 of 42,6 of 33,8 of 28,11 of 37,11 of 26,7 of 42,6 of 33,8 of 28,11 of 37,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:00,0:00,0:00,0:00,0 of 4,2 of 7,4 of 7,2 of 7,3 of 7,3 of 5,4 of 4,4 of 4,2 of 3,3 of 3,4 of 7,5 of 6,6 of 8,7 of 7,10 of 11,7 of 16,10 of 15,11 of 15,11 of 17,16 of 21,0 of 0,1 of 2,3 of 4,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,3 of 12,1 of 25,1 of 17,0 of 13,4 of 25,1 of 1,2 of 6,1 of 6,1 of 5,2 of 3,7 of 13,4 of 11,4 of 10,7 of 10,5 of 9,11 of 26,6 of 38,6 of 30,8 of 28,11 of 37,0 of 0,1 of 4,0 of 3,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,W,1987-07-19,1984-01-07,84.0,76.0,31.965064306590826,35.494226438599014,True,http://ufcstats.com/fighter-details/07f72a2a7591b409|http://ufcstats.com/fighter-details/dea070ed4a2a8281,0.8358033905533638,True,True,1.1492537313432836,-670.0000000000001,3.5291621320081887,8.0,14.925373134328357
L,Matt Wiman,Luis Pena,http://ufcstats.com/fighter-details/eb29176b03dfa888,http://ufcstats.com/fighter-details/2844b047183a1adb,Lightweight Bout,KO/TKO,3,1:14,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground,--,Violent Bob Ross,2019-06-22,"Greenville, South Carolina, USA",http://ufcstats.com/event-details/b16a7e6a627e9789,0,0.0,0.0,,,8 of 14,9 of 15,7 of 13,,,10 of 16,11 of 17,7 of 13,,,1 of 2,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:09,0:05,0:00,,,0,0.0,0.0,,,35 of 65,29 of 40,23 of 43,,,38 of 68,37 of 49,23 of 43,,,0 of 0,1 of 1,0 of 0,,,0,1.0,0.0,,,1,0.0,0.0,,,3:09,4:03,0:21,,,0 of 4,2 of 8,0 of 6,,,0 of 1,2 of 2,1 of 1,,,8 of 9,5 of 5,6 of 6,,,8 of 11,9 of 12,7 of 13,,,0 of 2,0 of 0,0 of 0,,,0 of 1,0 of 3,0 of 0,,,33 of 62,29 of 40,22 of 42,,,2 of 3,0 of 0,1 of 1,,,0 of 0,0 of 0,0 of 0,,,0 of 11,8 of 14,10 of 20,,,9 of 12,0 of 0,0 of 0,,,26 of 42,21 of 26,13 of 23,,,L,1983-09-19,1993-07-05,68.0,75.0,35.75706551126991,25.963572147272018,False,http://ufcstats.com/fighter-details/2844b047183a1adb|http://ufcstats.com/fighter-details/eb29176b03dfa888,0.7666504618376276,False,True,1.263157894736842,-380.0000000000001,9.79349336399789,7.0,26.315789473684205
W,Charles Oliveira,Nik Lentz,http://ufcstats.com/fighter-details/07225ba28ae309b6,http://ufcstats.com/fighter-details/6fb1ba67bef41b37,Lightweight Bout,KO/TKO,2,2:11,3 Rnd (5-5-5),Todd Ronald Anderson,Punch to Head At Distance,Do Bronxs,The Carny,2019-05-18,"Rochester, New York, USA",http://ufcstats.com/event-details/6b8f28da9a483049,0,1.0,,,,24 of 39,14 of 20,,,,28 of 43,15 of 21,,,,0 of 0,0 of 0,,,,0,1.0,,,,1,0.0,,,,1:30,0:07,,,,0,0.0,,,,12 of 38,6 of 11,,,,13 of 39,8 of 14,,,,1 of 2,1 of 2,,,,0,0.0,,,,0,0.0,,,,0:16,1:24,,,,15 of 25,8 of 13,,,,7 of 12,6 of 7,,,,2 of 2,0 of 0,,,,14 of 24,6 of 10,,,,7 of 12,3 of 5,,,,3 of 3,5 of 5,,,,7 of 30,3 of 6,,,,2 of 4,3 of 5,,,,3 of 4,0 of 0,,,,10 of 35,0 of 4,,,,2 of 3,4 of 5,,,,0 of 0,2 of 2,,,,W,1989-10-17,1984-08-13,74.0,68.0,29.583085210510824,34.76046736072609,True,http://ufcstats.com/fighter-details/07225ba28ae309b6|http://ufcstats.com/fighter-details/6fb1ba67bef41b37,0.7784405624201107,True,True,1.238095238095238,-420.00000000000034,5.177382150215266,6.0,23.809523809523792
W,Greg Hardy,Dmitrii Smoliakov,http://ufcstats.com/fighter-details/85073dbd1be65ed9,http://ufcstats.com/fighter-details/75afb06215a07341,Heavyweight Bout,KO/TKO,1,2:15,3 Rnd (5-5-5),Keith Peterson,Punches to Head On Ground,Prince of War,The Lifeguard,2019-04-27,"Sunrise, Florida, USA",http://ufcstats.com/event-details/c912f676692c353a,0,,,,,14 of 30,,,,,17 of 33,,,,,0 of 0,,,,,0,,,,,0,,,,,0:25,,,,,0,,,,,1 of 3,,,,,1 of 3,,,,,0 of 2,,,,,0,,,,,0,,,,,0:00,,,,,12 of 28,,,,,2 of 2,,,,,0 of 0,,,,,4 of 13,,,,,2 of 2,,,,,8 of 15,,,,,1 of 3,,,,,0 of 0,,,,,0 of 0,,,,,1 of 3,,,,,0 of 0,,,,,0 of 0,,,,,W,1988-07-28,1982-08-05,80.0,74.0,30.74669568848094,36.72628459174384,True,http://ufcstats.com/fighter-details/75afb06215a07341|http://ufcstats.com/fighter-details/85073dbd1be65ed9,0.7195253505933118,True,True,1.3448275862068966,-290.0,5.979588903262901,6.0,34.48275862068966
L,Macy Chiasson,Lina Lansberg,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Thomas Knudsen 27 - 29. Paul Sutherland 27 - 29. Andy Roberts 28 - 29.,--,Elbow Queen,2019-09-28,"Copenhagen, Denmark",http://ufcstats.com/event-details/1bf49bf829964144,0,0.0,0.0,,,13 of 19,6 of 13,7 of 15,,,30 of 47,17 of 28,11 of 19,,,0 of 2,0 of 0,0 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,4:33,0:43,0:31,,,0,0.0,0.0,,,1 of 5,5 of 9,15 of 25,,,9 of 20,13 of 29,27 of 42,,,0 of 0,1 of 2,1 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,3:37,4:08,,,1 of 6,2 of 9,1 of 7,,,12 of 12,3 of 3,6 of 8,,,0 of 1,1 of 1,0 of 0,,,3 of 7,0 of 4,1 of 7,,,10 of 12,6 of 9,6 of 8,,,0 of 0,0 of 0,0 of 0,,,1 of 5,5 of 9,12 of 22,,,0 of 0,0 of 0,2 of 2,,,0 of 0,0 of 0,1 of 1,,,0 of 2,0 of 3,2 of 3,,,1 of 3,1 of 2,6 of 10,,,0 of 0,4 of 4,7 of 12,,,L,1991-07-27,1982-03-13,72.0,65.0,28.173063101911744,37.544918786833406,False,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff|http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,0.783098015142214,True,False,1.2325581395348837,-430.00000000000006,9.371855684921663,7.0,-100.0
W,Mariya Agapova,Hannah Cifers,http://ufcstats.com/fighter-details/a08ddd04eaffd81d,http://ufcstats.com/fighter-details/2244d9a2b64b8c3b,Women's Flyweight Bout,Submission,1,2:42,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,Demonslayer,Shockwave,2020-06-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/1e13936d708bcff7,1,,,,,29 of 52,,,,,36 of 59,,,,,0 of 0,,,,,1,,,,,0,,,,,0:24,,,,,0,,,,,11 of 32,,,,,14 of 36,,,,,0 of 0,,,,,0,,,,,0,,,,,0:30,,,,,20 of 41,,,,,8 of 10,,,,,1 of 1,,,,,19 of 35,,,,,10 of 17,,,,,0 of 0,,,,,4 of 21,,,,,3 of 5,,,,,4 of 6,,,,,7 of 23,,,,,4 of 9,,,,,0 of 0,,,,,W,1997-04-07,1992-06-26,68.0,62.0,23.18459653517868,27.964982169380615,True,http://ufcstats.com/fighter-details/2244d9a2b64b8c3b|http://ufcstats.com/fighter-details/a08ddd04eaffd81d,0.7572205943909586,True,True,1.2985074626865671,-335.00000000000006,4.780385634201934,6.0,29.850746268656714
W,Israel Adesanya,Yoel Romero,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,http://ufcstats.com/fighter-details/f77c68bb4be8516d,UFC Middleweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,Chris Lee 46 - 49. Sal D'amato 47 - 48. Ron McCarthy 47 - 48.,The Last Stylebender,Soldier of God,2020-03-07,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/0b5b6876c2a4723f,0,0.0,0.0,0.0,0.0,2 of 11,11 of 29,12 of 30,11 of 33,12 of 29,2 of 11,11 of 29,12 of 30,11 of 33,12 of 29,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:00,0:00,0:00,0:00,0,0.0,0.0,0.0,0.0,4 of 6,7 of 14,9 of 14,6 of 22,14 of 33,4 of 6,7 of 14,9 of 14,6 of 22,14 of 33,0 of 0,0 of 0,0 of 0,0 of 2,0 of 1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:00,0:00,0:00,0:00,0 of 7,3 of 18,3 of 18,4 of 22,4 of 16,0 of 0,3 of 5,4 of 7,1 of 4,1 of 6,2 of 4,5 of 6,5 of 5,6 of 7,7 of 7,2 of 11,11 of 29,12 of 30,11 of 33,12 of 29,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1 of 2,5 of 11,2 of 5,4 of 15,8 of 25,1 of 1,0 of 0,2 of 3,1 of 5,3 of 4,2 of 3,2 of 3,5 of 6,1 of 2,3 of 4,4 of 6,3 of 10,9 of 14,5 of 20,14 of 32,0 of 0,4 of 4,0 of 0,1 of 2,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,W,1989-07-22,1977-04-30,80.0,73.0,30.626227780173444,42.85372047338412,True,http://ufcstats.com/fighter-details/1338e2c7480bdf9e|http://ufcstats.com/fighter-details/f77c68bb4be8516d,0.7106109324758842,True,True,1.3846153846153846,-260.0,12.227492693210678,7.0,38.46153846153846
W,Sumudaerji,Zarrukh Adashev,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,http://ufcstats.com/fighter-details/79cb2a690b9ba5e8,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Eric Colon 28 - 29. Sal D'amato 28 - 29. Clemens Werner 27 - 30.,The Tibetan Eagle,The Lion,2021-01-20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",http://ufcstats.com/event-details/56116537d71a578c,0,0.0,0.0,,,17 of 39,15 of 38,18 of 50,,,17 of 39,15 of 38,18 of 50,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,0,0.0,0.0,,,7 of 36,13 of 38,8 of 49,,,7 of 36,13 of 38,8 of 49,,,0 of 0,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:02,0:00,,,6 of 26,7 of 25,9 of 36,,,2 of 2,4 of 8,3 of 6,,,9 of 11,4 of 5,6 of 8,,,17 of 39,15 of 38,18 of 50,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,4 of 29,11 of 35,5 of 38,,,1 of 4,1 of 2,1 of 7,,,2 of 3,1 of 1,2 of 4,,,7 of 36,9 of 32,8 of 49,,,0 of 0,4 of 6,0 of 0,,,0 of 0,0 of 0,0 of 0,,,W,1996-01-20,1992-07-29,72.0,65.0,25.002566787819053,28.479708686694455,True,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3|http://ufcstats.com/fighter-details/79cb2a690b9ba5e8,0.7619047619047619,True,True,1.25,-400.0,3.477141898875402,7.0,25.0
W,Shavkat Rakhmonov,Michel Prazeres,http://ufcstats.com/fighter-details/01afe0916a40c7c5,http://ufcstats.com/fighter-details/e51fcd9cd84c0b93,Welterweight Bout,Submission,2,2:10,3 Rnd (5-5-5),Mike Beltran,Rear Naked Choke,Nomad,Tractor,2021-06-26,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/a1d6b308781aa2f5,0,0.0,,,,10 of 17,11 of 18,,,,46 of 54,18 of 27,,,,1 of 1,0 of 0,,,,0,1.0,,,,0,0.0,,,,2:23,1:02,,,,0,0.0,,,,5 of 10,1 of 4,,,,31 of 36,1 of 4,,,,0 of 2,0 of 1,,,,0,0.0,,,,0,0.0,,,,0:54,0:04,,,,6 of 11,9 of 15,,,,4 of 5,2 of 3,,,,0 of 1,0 of 0,,,,4 of 9,6 of 11,,,,4 of 4,0 of 0,,,,2 of 4,5 of 7,,,,1 of 5,0 of 1,,,,0 of 1,0 of 1,,,,4 of 4,1 of 2,,,,5 of 10,1 of 4,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,W,1994-10-23,1981-07-25,77.0,67.0,26.67542796908903,39.92142206889943,True,http://ufcstats.com/fighter-details/01afe0916a40c7c5|http://ufcstats.com/fighter-details/e51fcd9cd84c0b93,0.7161380760469599,True,True,1.3278688524590163,-305.00000000000006,13.245994099810403,10.0,32.78688524590163
