next_method_id,track,type,price_band,venue,semantic_signature,pre_score,train_n,train_roi,validation_n,validation_roi,holdout_n,holdout_roi,full_n,full_roi,full_positive_seasons,full_active_seasons,feature1,op1,threshold1,feature2,op2,threshold2,feature3,op3,threshold3,season_ratio
NFL-NW077,LONG,TRIPLE,DOG35_44,ANY,EFFICIENCY+TRAVEL_FATIGUE+TURNOVERS,1.1999977272727271,32,0.533125,22,0.6272727272727271,29,0.27172413793103445,83,0.46674698795180725,11,16,recent_edge_def_allowed_early_down_epa,<=,-0.07244332650900118,adv_prior_road_miles_last3,>=,422.8974840393614,rank_edge_giveaway_rate,>=,3.0,0.6875
NFL-NW078,LONG,TRIPLE,DOG35_44,ANY,EFFICIENCY+TRAVEL_FATIGUE+TURNOVERS,1.1999977272727271,32,0.533125,22,0.6272727272727271,29,0.27172413793103445,83,0.46674698795180725,11,16,recent_edge_def_allowed_early_down_epa,<=,-0.07244332650900118,rank_edge_giveaway_rate,>=,3.0,adv_prior_road_miles_last3,>=,422.8974840393614,0.6875
NFL-NW079,LONG,PAIR,DOG35_44,AWAY,PRESSURE+TRAVEL_FATIGUE,0.8885456810631229,56,0.44696428571428576,43,0.3555813953488372,43,0.2688372093023256,142,0.36535211267605633,14,20,recent_edge_sack_or_hit_rate,>=,-0.014756480841195685,opp_prior_road_miles_last3,>=,2020.0745414333333,,,,0.7
NFL-NW080,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+EXPLOSIVE+TRAVEL_FATIGUE,0.9605931034482758,29,0.5937931034482758,26,0.32,26,0.26153846153846155,81,0.3992592592592593,11,16,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,adv_prior_road_miles_last4,>=,-22.615351354006506,recent_edge_def_allowed_explosive_rate,<=,-0.00991453075337873,0.6875
NFL-NW081,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+TRAVEL_FATIGUE+TURNOVERS,1.1157708333333332,32,0.7234375,15,0.3653333333333334,30,0.25866666666666666,77,0.4725974025974026,8,12,recent_edge_def_allowed_early_down_epa,<=,-0.1638062689515892,recent_edge_giveaway_rate,>=,-0.00522518659735717,adv_prior_road_miles_last4,>=,-22.615351354006506,0.6666666666666666
NFL-NW082,LONG,TRIPLE,DOG35_49,AWAY,EXPLOSIVE+PASSING+TRAVEL_FATIGUE,1.0813333333333335,35,0.616,30,0.41133333333333333,28,0.25785714285714284,93,0.44215053763440865,10,16,rank_edge_def_allowed_pass_epa_per_dropback,<=,-8.0,rank_edge_def_allowed_explosive_rate,<=,-9.0,adv_prior_road_miles_last4,>=,-22.615351354006506,0.625
NFL-NW083,LONG,PAIR,DOG20_34,AWAY,PRESSURE+TRAVEL_FATIGUE,1.348794871794872,39,0.7610256410256411,26,0.5357692307692308,24,0.2529166666666667,89,0.5582022471910112,11,15,tz_hours_last4_including_current,<=,0.0,recent_edge_sack_or_hit_rate,>=,0.005306244811269951,,,,0.7333333333333333
NFL-NW084,LONG,PAIR,DOG35_44,AWAY,PRESSURE+TRAVEL_FATIGUE,0.8102108884841125,81,0.3634567901234568,61,0.32475409836065566,52,0.25096153846153846,194,0.32113402061855667,16,20,recent_edge_sack_or_hit_rate,>=,-0.014756480841195685,adv_prior_road_miles_last4,>=,801.0648497063887,,,,0.8
NFL-NW085,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+PASSING+TRAVEL_FATIGUE,1.063649012775842,41,0.7436585365853658,42,0.24619047619047618,49,0.24265306122448982,132,0.3993939393939394,14,18,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,adv_prior_road_miles_last4,>=,-22.615351354006506,rank_edge_def_allowed_pass_epa_per_dropback,<=,-8.0,0.7777777777777778
NFL-NW086,MODERN,PAIR,DOG35_44,ANY,OTHER+PENALTY,0.6219255319148937,47,0.4404255319148937,20,0.14150000000000001,63,0.23952380952380947,181,0.2706077348066298,14,19,oc_prior_role_seasons,<=,4.0,rank_edge_penalty_yards,>=,14.0,,,,0.7368421052631579
NFL-NW087,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+EXPLOSIVE+RUSHING,0.9466129032258063,31,0.6816129032258063,25,0.22,19,0.23684210526315788,75,0.41506666666666664,9,14,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,rank_edge_def_allowed_rush_epa_per_carry,<=,-9.25,rank_edge_def_allowed_explosive_rate,<=,-9.0,0.6428571428571429
NFL-NW088,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+EXPLOSIVE+RUSHING,0.9466129032258063,31,0.6816129032258063,25,0.22,19,0.23684210526315788,75,0.41506666666666664,9,14,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,rank_edge_def_allowed_explosive_rate,<=,-9.0,rank_edge_def_allowed_rush_epa_per_carry,<=,-9.25,0.6428571428571429
NFL-NW089,LONG,PAIR,DOG35_44,AWAY,EXPLOSIVE+PRESSURE,0.8942738679759956,47,0.2919148936170213,39,0.5243589743589744,40,0.23525000000000001,126,0.34587301587301594,12,18,rank_edge_def_allowed_explosive_rate,<=,-14.0,recent_edge_sack_or_hit_rate,>=,-0.0631559729586045,,,,0.6666666666666666
NFL-NW090,LONG,PAIR,DOG35_49,AWAY,EFFICIENCY+TRAVEL_FATIGUE,1.1314248366013073,51,0.7743137254901962,45,0.2671111111111111,51,0.23431372549019605,147,0.43170068027210884,16,19,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,adv_prior_road_miles_last4,>=,-22.615351354006506,,,,0.8421052631578947
NFL-NW091,LONG,PAIR,DOG35_49,ANY,OTHER+SPECIAL_TEAMS,0.7762222222222224,36,0.45333333333333337,45,0.2508888888888889,52,0.23134615384615387,133,0.2980451127819549,9,18,adv_prior_long_trips_last3,>=,1.0,recent_edge_kick_return_average,>=,2.110555555555555,,,,0.5
NFL-NW092,LONG,TRIPLE,DOG35_49,AWAY,EXPLOSIVE+PASSING+TURNOVERS,1.0249957671957672,27,0.39814814814814814,21,0.589047619047619,23,0.22913043478260875,71,0.39985915492957746,9,13,rank_edge_def_allowed_pass_epa_per_dropback,<=,-8.0,rank_edge_def_allowed_explosive_rate,<=,-14.0,recent_edge_giveaway_rate,>=,-0.00522518659735717,0.6923076923076923
NFL-NW093,LONG,PAIR,DOG35_49,ANY,SPECIAL_TEAMS+TRAVEL_FATIGUE,0.7063850698174007,98,0.2203061224489796,76,0.3340789473684211,85,0.22788235294117645,259,0.2561776061776062,14,20,rank_edge_punt_return_average,>=,5.300000000000011,adv_prior_road_miles_last3,>=,374.5215340745484,,,,0.7
NFL-NW094,LONG,TRIPLE,DOG35_44,AWAY,PRESSURE+THIRD_DOWN+TRAVEL_FATIGUE,1.1091951612903228,40,0.4527500000000001,31,0.6006451612903226,28,0.22714285714285712,99,0.4352525252525252,13,16,rank_edge_third_down_success,>=,5.0,adv_prior_road_miles_last4,>=,801.0648497063887,recent_edge_sack_or_hit_rate,>=,-0.0631559729586045,0.8125
NFL-NW095,LONG,PAIR,DOG35_44,AWAY,TRAVEL_FATIGUE+TURNOVERS,1.1654245524296676,34,0.5602941176470588,23,0.5591304347826087,26,0.22500000000000003,83,0.45493975903614453,10,16,opp_prior_road_miles_last3,>=,2020.0745414333333,recent_edge_giveaway_rate,>=,0.008213844110237772,,,,0.625
NFL-NW096,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+THIRD_DOWN+TRAVEL_FATIGUE,1.1588632034632036,33,0.7806060606060606,28,0.32785714285714285,21,0.22333333333333336,82,0.4832926829268293,10,14,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,adv_prior_road_miles_last4,>=,-22.615351354006506,rank_edge_third_down_success,>=,5.0,0.7142857142857143
NFL-NW097,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+THIRD_DOWN+TRAVEL_FATIGUE,1.1588632034632036,33,0.7806060606060606,28,0.32785714285714285,21,0.22333333333333336,82,0.4832926829268293,10,14,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,rank_edge_third_down_success,>=,5.0,adv_prior_road_miles_last4,>=,-22.615351354006506,0.7142857142857143
NFL-NW098,LONG,TRIPLE,DOG35_44,AWAY,EFFICIENCY+EXPLOSIVE+PRESSURE,1.090975,32,0.614375,25,0.43160000000000004,25,0.22200000000000003,82,0.43902439024390255,11,15,recent_edge_def_allowed_early_down_epa,<=,-0.09400728392751176,recent_edge_def_allowed_explosive_rate,<=,-0.008819041763177438,recent_edge_sack_or_hit_rate,>=,-0.014756480841195685,0.7333333333333333
NFL-NW099,LONG,PAIR,DOG35_44,AWAY,EXPLOSIVE+THIRD_DOWN,0.7059517241379311,50,0.4214,29,0.22655172413793104,22,0.22136363636363632,101,0.32188118811881183,11,17,rank_edge_third_down_success,>=,5.0,rank_edge_def_allowed_explosive_rate,<=,-9.0,,,,0.6470588235294118
NFL-NW100,LONG,TRIPLE,DOG35_44,ANY,EFFICIENCY+EXPLOSIVE+OTHER,1.2207761904761905,28,0.41678571428571426,21,0.7661904761904762,38,0.22131578947368416,87,0.41574712643678163,11,16,dc_team_tenure_seasons,<=,2.0,rank_edge_def_allowed_explosive_rate,<=,-15.0,recent_edge_def_allowed_early_down_epa,<=,-0.07244332650900118,0.6875
NFL-NW101,LONG,PAIR,DOG35_44,AWAY,PRESSURE+THIRD_DOWN,1.0286613756613756,84,0.46880952380952373,54,0.45185185185185184,43,0.22046511627906978,181,0.40475138121546955,13,20,recent_edge_sack_or_hit_rate,>=,-0.014756480841195685,rank_edge_third_down_success,>=,5.0,,,,0.65
NFL-NW102,MODERN,TRIPLE,PK_55,AWAY,EFFICIENCY+PASSING+TRAVEL_FATIGUE,0.7113992205796305,26,0.4169012363106865,26,0.24769798426894407,22,0.21797687015078318,89,0.26001946202107074,11,15,rank_edge_def_allowed_pass_epa_per_dropback,<=,-3.0,adv_prior_road_miles_last2,<=,417.76118356084817,rank_edge_def_allowed_off_epa_per_play,<=,-7.0,0.7333333333333333
NFL-NW103,MODERN,PAIR,DOG35_49,AWAY,SPECIAL_TEAMS+TRAVEL_FATIGUE,0.7535555555555558,36,0.37388888888888894,24,0.3316666666666667,21,0.2157142857142857,100,0.2419,11,17,opp_prior_road_games_last5,<=,1.0,rank_edge_kick_return_average,<=,-5.0,,,,0.6470588235294118
NFL-NW104,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+RUSHING+TRAVEL_FATIGUE,1.1628070707070708,36,0.6563888888888889,22,0.4668181818181818,27,0.2125925925925926,85,0.4663529411764707,13,17,recent_edge_def_allowed_early_down_epa,<=,-0.08970304648789978,rank_edge_def_allowed_rush_epa_per_carry,<=,-9.25,adv_prior_road_miles_last4,>=,-22.615351354006506,0.7647058823529411
NFL-NW105,MODERN,PAIR,PK_55,AWAY,PASSING+TRAVEL_FATIGUE,0.5594708140236614,39,0.24410723411305305,29,0.2573635799106083,32,0.2088205242295631,127,0.1947942016971886,12,19,rank_edge_def_allowed_pass_epa_per_dropback,<=,-3.0,adv_prior_road_miles_last2,<=,417.76118356084817,,,,0.631578947368421
NFL-NW106,LONG,PAIR,DOG20_34,AWAY,EXPLOSIVE+TRAVEL_FATIGUE,0.74475,40,0.38675,35,0.288,22,0.2086363636363636,97,0.31072164948453607,11,18,road_miles_last4_including_current,<=,1254.5054897571115,recent_edge_def_allowed_explosive_rate,>=,0.015104523102411975,,,,0.6111111111111112
NFL-NW107,MODERN,TRIPLE,PK_55,AWAY,EFFICIENCY+TRAVEL_FATIGUE+TURNOVERS,0.8850268474733326,26,0.6478010911728056,22,0.19762575630052703,17,0.20679359666571936,78,0.33147841283652424,10,15,recent_edge_def_allowed_giveaway_rate,<=,0.006520920117811282,adv_prior_road_miles_last2,<=,417.76118356084817,rank_edge_def_allowed_off_epa_per_play,<=,-7.0,0.6666666666666666
NFL-NW108,MODERN,TRIPLE,PK_55,AWAY,EFFICIENCY+TRAVEL_FATIGUE+TURNOVERS,0.8850268474733326,26,0.6478010911728056,22,0.19762575630052703,17,0.20679359666571936,78,0.33147841283652424,10,15,rank_edge_def_allowed_off_epa_per_play,<=,-7.0,recent_edge_def_allowed_giveaway_rate,<=,0.006520920117811282,adv_prior_road_miles_last2,<=,417.76118356084817,0.6666666666666666
NFL-NW109,LONG,TRIPLE,DOG35_49,AWAY,EXPLOSIVE+PASSING+TURNOVERS,0.8805243243243244,37,0.35432432432432437,34,0.46499999999999997,35,0.206,106,0.3408490566037737,13,17,rank_edge_def_allowed_pass_epa_per_dropback,<=,-8.0,rank_edge_def_allowed_explosive_rate,<=,-9.0,recent_edge_giveaway_rate,>=,-0.00522518659735717,0.7647058823529411
NFL-NW110,MODERN,PAIR,PK_55,AWAY,EFFICIENCY+OTHER,0.5424497458352114,40,0.11088526000657457,19,0.3935644858286368,29,0.204980875813817,101,0.14873926568354826,11,16,oc_prior_role_seasons,>=,3.0,rank_edge_def_allowed_early_down_epa,<=,6.900000000000006,,,,0.6875
NFL-NW111,MODERN,PAIR,FAV65_75,AWAY,EFFICIENCY+PENALTY,0.5176321427650401,35,0.28122549321215384,24,0.18840664955288622,29,0.20141390373216897,120,0.16273465579168322,13,17,rank_edge_early_down_epa,<=,7.0,recent_edge_penalty_yards,<=,8.416666666666668,,,,0.7647058823529411
NFL-NW112,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+TRAVEL_FATIGUE+TURNOVERS,1.1997729603729603,52,0.5646153846153846,33,0.5757575757575758,51,0.2001960784313725,136,0.4306617647058824,15,19,recent_edge_def_allowed_early_down_epa,<=,-0.08970304648789978,recent_edge_giveaway_rate,>=,-0.00522518659735717,adv_prior_road_miles_last4,>=,-22.615351354006506,0.7894736842105263
NFL-NW113,LONG,TRIPLE,DOG35_49,AWAY,PASSING+THIRD_DOWN+TRAVEL_FATIGUE,1.0412871794871794,39,0.6756410256410256,26,0.3188461538461539,29,0.19586206896551722,94,0.42893617021276603,12,16,rank_edge_def_allowed_pass_epa_per_dropback,<=,-8.0,recent_edge_third_down_success,>=,0.053827385849444735,adv_prior_road_miles_last4,>=,-22.615351354006506,0.75
NFL-NW114,LONG,TRIPLE,DOG35_49,AWAY,EXPLOSIVE+PASSING+RUSHING,0.8760603260869565,32,0.6203124999999999,23,0.21434782608695654,18,0.19111111111111112,73,0.3865753424657534,10,13,rank_edge_def_allowed_pass_epa_per_dropback,<=,-8.0,rank_edge_def_allowed_explosive_rate,<=,-9.0,rank_edge_def_allowed_rush_epa_per_carry,<=,-9.25,0.7692307692307693
NFL-NW115,LONG,TRIPLE,DOG35_49,AWAY,SPECIAL_TEAMS+TRAVEL_FATIGUE+TURNOVERS,1.0907523341523342,44,0.4109090909090909,37,0.6132432432432432,34,0.1864705882352941,115,0.4096521739130435,15,19,recent_edge_punt_return_average,>=,4.679166666666667,recent_edge_giveaway_rate,>=,-0.00522518659735717,adv_prior_road_miles_last4,>=,-22.615351354006506,0.7894736842105263
NFL-NW116,LONG,PAIR,DOG35_49,ANY,SPECIAL_TEAMS+TRAVEL_FATIGUE,0.7119400590966654,115,0.24234782608695654,103,0.2635922330097088,116,0.18629310344827585,334,0.22943113772455093,15,20,rank_edge_punt_return_average,>=,-5.300000000000011,adv_prior_road_miles_last4,>=,1044.6112121956915,,,,0.75
NFL-NW117,MODERN,TRIPLE,FAV65_75,AWAY,EFFICIENCY+EXPLOSIVE+SPECIAL_TEAMS,0.6009594993431953,28,0.34497119931874043,21,0.2181883000244549,27,0.18562281082651164,108,0.2130071806501087,14,17,rank_edge_def_allowed_explosive_rate,>=,1.0,rank_edge_early_down_epa,<=,7.0,rank_edge_fg_accuracy,<=,10.375,0.8235294117647058
NFL-NW118,MODERN,TRIPLE,FAV65_75,AWAY,EFFICIENCY+EXPLOSIVE+SPECIAL_TEAMS,0.6009594993431953,28,0.34497119931874043,21,0.2181883000244549,27,0.18562281082651164,108,0.2130071806501087,14,17,rank_edge_early_down_epa,<=,7.0,rank_edge_fg_accuracy,<=,10.375,rank_edge_def_allowed_explosive_rate,>=,1.0,0.8235294117647058
NFL-NW119,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+EXPLOSIVE+TURNOVERS,0.89155,25,0.5995999999999999,24,0.24875000000000003,28,0.1842857142857143,77,0.33922077922077926,8,12,rank_edge_def_allowed_early_down_epa,<=,-13.0,recent_edge_def_allowed_explosive_rate,<=,-0.00991453075337873,recent_edge_giveaway_rate,>=,-0.00522518659735717,0.6666666666666666
NFL-NW120,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+THIRD_DOWN+TURNOVERS,1.167,30,0.7880000000000001,34,0.32499999999999996,27,0.18407407407407406,91,0.4358241758241759,10,15,recent_edge_def_allowed_early_down_epa,<=,-0.08970304648789978,recent_edge_giveaway_rate,>=,-0.00522518659735717,recent_edge_third_down_success,>=,0.053827385849444735,0.6666666666666666
NFL-NW121,MODERN,TRIPLE,FAV65_75,AWAY,EFFICIENCY+PENALTY+SPECIAL_TEAMS,0.6527158663396939,24,0.45059282070843726,17,0.17152304563125667,22,0.18334159370268363,85,0.2504883187080097,13,13,rank_edge_early_down_epa,<=,7.0,rank_edge_fg_accuracy,<=,10.375,recent_edge_penalty_yards,<=,8.416666666666668,1.0
NFL-NW122,MODERN,TRIPLE,FAV65_75,AWAY,EFFICIENCY+PENALTY+SPECIAL_TEAMS,0.6527158663396939,24,0.45059282070843726,17,0.17152304563125667,22,0.18334159370268363,85,0.2504883187080097,13,13,rank_edge_early_down_epa,<=,7.0,recent_edge_penalty_yards,<=,8.416666666666668,rank_edge_fg_accuracy,<=,10.375,1.0
NFL-NW123,MODERN,PAIR,DOG35_44,AWAY,TRAVEL_FATIGUE+TURNOVERS,0.7989494047619048,32,0.31218749999999995,21,0.44476190476190475,33,0.18272727272727274,134,0.3391044776119403,14,19,recent_edge_giveaway_rate,>=,0.0086138608648531,adv_prior_road_streak,>=,1.0,,,,0.7368421052631579
NFL-NW124,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+THIRD_DOWN+TRAVEL_FATIGUE,1.119327272727273,30,0.9570000000000001,22,0.12272727272727275,23,0.1808695652173913,75,0.4742666666666668,10,14,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,adv_prior_road_miles_last4,>=,-22.615351354006506,recent_edge_third_down_success,>=,0.053827385849444735,0.7142857142857143
NFL-NW125,LONG,PAIR,DOG20_34,AWAY,PENALTY+SPECIAL_TEAMS,0.7130455148033583,73,0.17356164383561642,62,0.4154838709677419,66,0.18045454545454545,201,0.2504477611940299,13,20,rank_edge_penalty_yards,>=,-5.5,rank_edge_kick_return_average,<=,-9.0,,,,0.65
NFL-NW126,MODERN,TRIPLE,FAV65_75,AWAY,EFFICIENCY+PENALTY+RUSHING,0.5447339789738739,29,0.2487179409522955,17,0.2654160380215785,21,0.18021815829674567,90,0.1516421887914438,12,15,rank_edge_early_down_epa,<=,7.0,recent_edge_penalty_yards,<=,8.416666666666668,rank_edge_def_allowed_rush_epa_per_carry,>=,-2.450000000000003,0.8
NFL-NW127,LONG,PAIR,DOG35_49,ANY,OTHER+SPECIAL_TEAMS,0.7524000000000001,93,0.2733333333333334,75,0.32906666666666673,93,0.17881720430107523,261,0.25567049808429115,14,20,rank_edge_punt_return_average,>=,-5.300000000000011,adv_prior_long_trips_last3,>=,1.0,,,,0.7
NFL-NW128,LONG,TRIPLE,DOG35_49,ANY,EXPLOSIVE+OTHER+TRAVEL_FATIGUE,0.9049198653198652,27,0.5625925925925925,22,0.30272727272727273,40,0.17775,89,0.3253932584269663,11,17,adv_prior_long_trips_last3,>=,1.0,recent_edge_explosive_rate,<=,-0.016442658193492502,adv_prior_road_miles_last4,>=,1044.6112121956915,0.6470588235294118
NFL-NW129,MODERN,PAIR,DOG35_44,ANY,OTHER+QB,0.6138771929824562,38,0.24421052631578952,30,0.30966666666666665,66,0.1777272727272727,134,0.2261194029850746,9,12,oc_prior_role_seasons,<=,4.0,qb_prior_starts,>=,118.19999999999993,,,,0.75
NFL-NW130,LONG,TRIPLE,DOG35_49,AWAY,EXPLOSIVE+PASSING+THIRD_DOWN,0.9322152173913043,32,0.61125,23,0.27956521739130435,18,0.1761111111111111,73,0.3994520547945205,8,12,rank_edge_def_allowed_pass_epa_per_dropback,<=,-8.0,rank_edge_def_allowed_explosive_rate,<=,-9.0,rank_edge_third_down_success,>=,5.0,0.6666666666666666
NFL-NW131,MODERN,TRIPLE,FAV65_75,AWAY,EFFICIENCY+EXPLOSIVE+SPECIAL_TEAMS,0.5735191499318004,26,0.3370824644605476,19,0.2022366854712528,26,0.1756681326104373,102,0.2149590616103632,15,17,rank_edge_early_down_epa,<=,7.0,rank_edge_fg_accuracy,<=,8.0,rank_edge_def_allowed_explosive_rate,>=,1.0,0.8823529411764706
NFL-NW132,LONG,TRIPLE,DOG35_44,AWAY,EFFICIENCY+PRESSURE+TURNOVERS,0.9752833333333334,31,0.52,24,0.4120833333333333,15,0.1753333333333333,70,0.40914285714285714,7,11,recent_edge_def_allowed_early_down_epa,<=,-0.09400728392751176,recent_edge_giveaway_rate,>=,0.008213844110237772,recent_edge_sack_or_hit_rate,>=,-0.0631559729586045,0.6363636363636364
NFL-NW133,LONG,PAIR,DOG35_44,AWAY,PRESSURE+THIRD_DOWN,0.774534113060429,108,0.3014814814814815,76,0.32105263157894737,68,0.1752941176470588,252,0.2733333333333333,14,20,rank_edge_third_down_success,>=,5.0,recent_edge_sack_or_hit_rate,>=,-0.0631559729586045,,,,0.7
NFL-NW134,MODERN,PAIR,PK_55,AWAY,CONTINUITY+EFFICIENCY,0.6601377801817259,31,0.2215917339149249,25,0.38854604626680095,38,0.173318456549548,94,0.24647974741399492,10,12,adv_returning_offense_snap_share,>=,0.054154334989622015,rank_edge_def_allowed_success_rate,<=,5.0,,,,0.8333333333333334
NFL-NW135,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+RUSHING+TURNOVERS,0.9134515837104071,34,0.6208823529411764,26,0.2457692307692308,28,0.17285714285714285,88,0.36750000000000005,8,16,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,rank_edge_def_allowed_rush_epa_per_carry,<=,-9.25,recent_edge_giveaway_rate,>=,-0.00522518659735717,0.5
NFL-NW136,LONG,TRIPLE,DOG35_49,ANY,EXPLOSIVE+OTHER+SPECIAL_TEAMS,1.2017333333333335,24,0.4633333333333334,25,0.6952000000000002,39,0.1725641025641026,88,0.40034090909090914,10,14,adv_prior_long_trips_last3,>=,1.0,recent_edge_explosive_rate,<=,-0.016442658193492502,rank_edge_punt_return_average,>=,-5.300000000000011,0.7142857142857143
NFL-NW137,MODERN,PAIR,DOG35_49,ANY,EFFICIENCY+PRESSURE,1.0290806451612902,31,0.5225806451612902,20,0.4665,28,0.17214285714285715,112,0.26973214285714286,13,19,rank_edge_def_allowed_sack_or_hit_rate,>=,13.0,recent_edge_off_epa,<=,-8.409639938561522,,,,0.6842105263157895
NFL-NW138,LONG,PAIR,DOG35_49,ANY,EXPLOSIVE+SPECIAL_TEAMS,0.7373976186483314,89,0.270561797752809,67,0.3328358208955224,93,0.17161290322580647,249,0.25036144578313246,16,20,rank_edge_punt_return_average,>=,5.300000000000011,recent_edge_explosive_rate,<=,-0.016442658193492502,,,,0.8
NFL-NW139,LONG,PAIR,DOG35_49,AWAY,EFFICIENCY+TURNOVERS,0.9817258200168208,41,0.6168292682926829,29,0.30689655172413793,42,0.17119047619047617,112,0.36946428571428575,12,17,recent_edge_def_allowed_early_down_epa,<=,-0.1638062689515892,recent_edge_giveaway_rate,>=,-0.00522518659735717,,,,0.7058823529411765
NFL-NW140,LONG,TRIPLE,DOG35_44,AWAY,PRESSURE+TRAVEL_FATIGUE+TURNOVERS,1.1942696223316913,29,0.5755172413793104,21,0.5809523809523809,21,0.17095238095238094,71,0.4574647887323943,9,15,opp_prior_road_miles_last3,>=,2020.0745414333333,recent_edge_giveaway_rate,>=,0.008213844110237772,recent_edge_sack_or_hit_rate,>=,-0.0631559729586045,0.6
NFL-NW141,MODERN,TRIPLE,PK_55,AWAY,PASSING+TRAVEL_FATIGUE+TURNOVERS,0.6878671091405637,31,0.3792019897644517,24,0.265465119376112,26,0.17079685822336768,98,0.2208397840437275,11,17,rank_edge_def_allowed_pass_epa_per_dropback,<=,-3.0,adv_prior_road_miles_last2,<=,417.76118356084817,recent_edge_def_allowed_giveaway_rate,<=,0.006520920117811282,0.6470588235294118
NFL-NW142,MODERN,TRIPLE,PK_55,AWAY,PASSING+TRAVEL_FATIGUE+TURNOVERS,0.6878671091405637,31,0.3792019897644517,24,0.265465119376112,26,0.17079685822336768,98,0.2208397840437275,11,17,recent_edge_def_allowed_giveaway_rate,<=,0.006520920117811282,adv_prior_road_miles_last2,<=,417.76118356084817,rank_edge_def_allowed_pass_epa_per_dropback,<=,-3.0,0.6470588235294118
NFL-NW143,MODERN,TRIPLE,PK_55,AWAY,PASSING+TRAVEL_FATIGUE+TURNOVERS,0.6878671091405637,31,0.3792019897644517,24,0.265465119376112,26,0.17079685822336768,98,0.2208397840437275,11,17,rank_edge_def_allowed_pass_epa_per_dropback,<=,-3.0,recent_edge_def_allowed_giveaway_rate,<=,0.006520920117811282,adv_prior_road_miles_last2,<=,417.76118356084817,0.6470588235294118
NFL-NW144,LONG,TRIPLE,DOG35_44,AWAY,ELO+PRESSURE+THIRD_DOWN,1.0764158357771263,33,0.38545454545454544,31,0.6351612903225807,30,0.16999999999999998,94,0.3990425531914894,12,17,rank_edge_third_down_success,>=,5.0,elo_edge,<=,-17.9625373625478,recent_edge_sack_or_hit_rate,>=,-0.0631559729586045,0.7058823529411765
NFL-NW145,LONG,PAIR,DOG35_49,AWAY,EFFICIENCY+EXPLOSIVE,1.0962375,32,0.7034374999999999,25,0.3428,24,0.16708333333333336,81,0.4332098765432099,9,16,rank_edge_def_allowed_off_epa_per_play,<=,-12.0,rank_edge_def_allowed_explosive_rate,<=,-14.0,,,,0.5625
NFL-NW146,LONG,PAIR,PK_55,AWAY,EFFICIENCY+PENALTY,0.4704301501476662,31,0.19133238489579762,25,0.2290977652518686,25,0.16632735950693775,81,0.19527076605851712,14,16,recent_edge_def_allowed_off_epa_per_play,<=,0.0777860982723738,recent_edge_penalty_yards,<=,-14.416666666666668,,,,0.875
NFL-NW147,MODERN,TRIPLE,FAV65_75,AWAY,EFFICIENCY+EXPLOSIVE+PENALTY,0.6684835442691182,26,0.345435733302721,20,0.28704781096639714,20,0.16464755851581844,92,0.19033046954433017,12,15,rank_edge_def_allowed_explosive_rate,>=,1.0,rank_edge_early_down_epa,<=,7.0,recent_edge_penalty_yards,<=,8.416666666666668,0.8
NFL-NW148,MODERN,TRIPLE,FAV65_75,AWAY,EFFICIENCY+EXPLOSIVE+PENALTY,0.6684835442691182,26,0.345435733302721,20,0.28704781096639714,20,0.16464755851581844,92,0.19033046954433017,12,15,rank_edge_early_down_epa,<=,7.0,recent_edge_penalty_yards,<=,8.416666666666668,rank_edge_def_allowed_explosive_rate,>=,1.0,0.8
NFL-NW149,MODERN,TRIPLE,FAV65_75,AWAY,EFFICIENCY+EXPLOSIVE+PENALTY,0.6684835442691182,26,0.345435733302721,20,0.28704781096639714,20,0.16464755851581844,92,0.19033046954433017,12,15,rank_edge_def_allowed_explosive_rate,>=,1.0,recent_edge_penalty_yards,<=,8.416666666666668,rank_edge_early_down_epa,<=,7.0,0.8
NFL-NW150,MODERN,TRIPLE,DOG35_44,ANY,EFFICIENCY+EXPLOSIVE+OTHER,0.6637964912280702,30,0.32433333333333336,19,0.3052631578947368,26,0.16461538461538464,107,0.25261682242990646,13,17,rank_edge_def_allowed_explosive_rate,>=,7.0,rank_edge_def_allowed_success_rate,>=,7.0,oc_prior_role_seasons,<=,4.0,0.7647058823529411
