next_method_id,track,type,price_band,venue,semantic_signature,pre_score,train_n,train_roi,validation_n,validation_roi,holdout_n,holdout_roi,full_n,full_roi,full_positive_seasons,full_active_seasons,feature1,op1,threshold1,feature2,op2,threshold2,feature3,op3,threshold3,season_ratio,top_team,top_team_share,top3_team_share,positive_season_ratio,live_p_lo,live_p_hi,live_odds_range,price_decision,price_holdout_gain,pre_status,robust_score,duplicate_of,max_jaccard_overlap,deployment_status
NFL-NW129,MODERN,PAIR,DOG35_44,ANY,OTHER+QB,0.6138771929824562,38,0.2442105263157895,30,0.3096666666666666,66,0.1777272727272727,134,0.2261194029850746,9,12,oc_prior_role_seasons,<=,4.0,qb_prior_starts,>=,118.19999999999992,,,,0.75,PIT,0.12142857142857143,0.3142857142857143,0.75,0.35,0.4098360655737705,+144 to +186,TIGHTEN_LIVE_PRICE,0.10534965034965038,WATCH,0.6583466757123473,,0.10367892976588629,WATCH
NFL-NW133,LONG,PAIR,DOG35_44,AWAY,PRESSURE+THIRD_DOWN,0.774534113060429,108,0.3014814814814815,76,0.3210526315789473,68,0.1752941176470588,252,0.2733333333333333,14,20,rank_edge_third_down_success,>=,5.0,recent_edge_sack_or_hit_rate,>=,-0.0631559729586045,,,,0.7,NO,0.06746031746031746,0.17063492063492064,0.7,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,READY,0.7496274509803921,,0.7182539682539683,WATCH
NFL-NW134,MODERN,PAIR,PK_55,AWAY,CONTINUITY+EFFICIENCY,0.6601377801817259,31,0.2215917339149249,25,0.3885460462668009,38,0.173318456549548,94,0.2464797474139949,10,12,adv_returning_offense_snap_share,>=,0.054154334989622,rank_edge_def_allowed_success_rate,<=,5.0,,,,0.8333333333333334,GB,0.07446808510638298,0.2127659574468085,0.8333333333333334,0.45,0.5348837209302325,-115 to +122,TIGHTEN_LIVE_PRICE,0.030997928350091436,WATCH,0.6751315372968762,,0.15436241610738255,WATCH
NFL-NW136,LONG,TRIPLE,DOG35_49,ANY,EXPLOSIVE+OTHER+SPECIAL_TEAMS,1.2017333333333335,24,0.4633333333333334,25,0.6952000000000002,39,0.1725641025641026,88,0.4003409090909091,10,14,adv_prior_long_trips_last3,>=,1.0,recent_edge_explosive_rate,<=,-0.0164426581934925,rank_edge_punt_return_average,>=,-5.300000000000011,0.7142857142857143,NO,0.10227272727272728,0.26136363636363635,0.7142857142857143,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.7954764402264403,,0.1927710843373494,WATCH
NFL-NW137,MODERN,PAIR,DOG35_49,ANY,EFFICIENCY+PRESSURE,1.0290806451612902,31,0.5225806451612902,20,0.4665,28,0.1721428571428571,112,0.2697321428571428,13,19,rank_edge_def_allowed_sack_or_hit_rate,>=,13.0,recent_edge_off_epa,<=,-8.409639938561522,,,,0.6842105263157895,BAL,0.07142857142857142,0.21428571428571427,0.6842105263157895,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.6689276315789473,,0.15432098765432098,WATCH
NFL-NW139,LONG,PAIR,DOG35_49,AWAY,EFFICIENCY+TURNOVERS,0.9817258200168208,41,0.6168292682926829,29,0.3068965517241379,42,0.1711904761904761,112,0.3694642857142857,12,17,recent_edge_def_allowed_early_down_epa,<=,-0.1638062689515892,recent_edge_giveaway_rate,>=,-0.0052251865973571,,,,0.7058823529411765,IND,0.08928571428571429,0.22321428571428573,0.7058823529411765,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,READY,0.773125350140056,,0.6875,WATCH
NFL-NW144,LONG,TRIPLE,DOG35_44,AWAY,ELO+PRESSURE+THIRD_DOWN,1.0764158357771263,33,0.3854545454545454,31,0.6351612903225807,30,0.1699999999999999,94,0.3990425531914894,12,17,rank_edge_third_down_success,>=,5.0,elo_edge,<=,-17.9625373625478,recent_edge_sack_or_hit_rate,>=,-0.0631559729586045,0.7058823529411765,NO,0.0851063829787234,0.20212765957446807,0.7058823529411765,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.7925131414267835,,0.3285024154589372,WATCH
NFL-NW146,LONG,PAIR,PK_55,AWAY,EFFICIENCY+PENALTY,0.4704301501476662,31,0.1913323848957976,25,0.2290977652518686,25,0.1663273595069377,81,0.1952707660585171,14,16,recent_edge_def_allowed_off_epa_per_play,<=,0.0777860982723738,recent_edge_penalty_yards,<=,-14.416666666666668,,,,0.875,PHI,0.07407407407407407,0.19753086419753085,0.875,0.45,0.55,-122 to +122,KEEP_ORIGINAL_BAND,0.0,WATCH,0.6208481255654548,,0.14,WATCH
NFL-NW152,LONG,PAIR,DOG35_44,AWAY,THIRD_DOWN+TRAVEL_FATIGUE,1.0274117647058825,44,0.5000000000000001,34,0.4594117647058823,36,0.1638888888888889,114,0.3817543859649122,14,19,rank_edge_third_down_success,>=,5.0,adv_prior_road_miles_last4,>=,801.0648497063887,,,,0.7368421052631579,ATL,0.07017543859649122,0.19298245614035087,0.7368421052631579,0.35,0.4499,+122 to +186,KEEP_ORIGINAL_BAND,0.0,READY,0.7868538011695906,,0.6578947368421053,WATCH
NFL-NW153,LONG,TRIPLE,DOG35_49,AWAY,EFFICIENCY+EXPLOSIVE+TURNOVERS,0.9586857142857144,28,0.4842857142857143,30,0.4240000000000001,33,0.1618181818181818,91,0.3474725274725275,13,17,recent_edge_def_allowed_early_down_epa,<=,-0.0897030464878997,recent_edge_giveaway_rate,>=,-0.0052251865973571,rank_edge_def_allowed_explosive_rate,<=,-9.0,0.7647058823529411,IND,0.0989010989010989,0.24175824175824176,0.7647058823529411,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,WATCH,0.7459671798789446,,0.49242424242424243,WATCH
NFL-NW155,LONG,PAIR,DOG35_49,AWAY,EXPLOSIVE+PASSING,0.8613833619210977,53,0.4767924528301886,44,0.2965909090909091,46,0.1606521739130435,143,0.3196503496503496,14,19,rank_edge_def_allowed_pass_epa_per_dropback,<=,-8.0,rank_edge_def_allowed_explosive_rate,<=,-9.0,,,,0.7368421052631579,NYG,0.07692307692307693,0.20279720279720279,0.7368421052631579,0.35,0.4999,+100 to +186,KEEP_ORIGINAL_BAND,0.0,READY,0.7360130498791826,,0.7412587412587412,WATCH
NFL-NW156,LONG,PAIR,PK_55,AWAY,EFFICIENCY+TRAVEL_FATIGUE,0.5807606919486473,51,0.3295331387180751,43,0.1652275532305722,47,0.1601554788345838,141,0.2229665416224246,12,20,recent_edge_def_allowed_early_down_epa,<=,0.06340222728062,prior_road_games_last5,<=,1.0,,,,0.6,DEN,0.05673758865248227,0.15602836879432624,0.6,0.45,0.55,-122 to +122,KEEP_ORIGINAL_BAND,0.0,WATCH,0.6036220204570084,,0.2641509433962264,WATCH
NFL-NW160,LONG,TRIPLE,DOG35_49,ANY,OTHER+SPECIAL_TEAMS+THIRD_DOWN,0.9771253365973074,43,0.3497674418604651,19,0.5931578947368422,31,0.1512903225806451,93,0.3333333333333333,11,13,rank_edge_third_down_success,>=,3.0,dc_prior_role_seasons,<=,0.0,rank_edge_punt_return_average,>=,-5.300000000000011,0.8461538461538461,BAL,0.058823529411764705,0.17647058823529413,0.8461538461538461,0.35,0.44445322376738305,+125 to +186,TIGHTEN_LIVE_PRICE,0.03585253456221196,WATCH,0.7426621174524399,,0.19298245614035087,WATCH
